GEOID,State,ssm_hh,total_hh,county_to_urb,urb_ssm_rate,adj_ssm_hh,adj_hh,adj_urb_ssm_rate,per_ssm,msm_index,msm_urb,male_pop,msm_pop
16071,ID,0,4572,4,8.506617793153081e-4,3.8892256550295885,4575.88922565503,0.0016998775377797136,8.499387688898552e-4,0.49999999999999906,0.02678621884916539,1663,22.27
16073,ID,0,12043,3,0.0012836746938390434,15.459294337903598,12058.459294337903,0.0025640579713467324,0.0012820289856733662,0.5,0.03430668308799435,4624,79.32
16075,ID,2.987468671679198,25571,4,8.506617793153081e-4,24.73974103055094,25592.75227235887,0.0016998775377797136,9.666698121120325e-4,0.5686702663149743,0.02678621884916539,9401,143.2
16077,ID,1.493734335839599,7918,4,8.506617793153081e-4,8.229274304458208,7924.7355399686185,0.0016998775377797136,0.0010384288867374362,0.6108845276547243,0.02678621884916539,2835,46.39
16079,ID,7.468671679197994,13399,4,8.506617793153081e-4,18.866688860243805,13410.398017181045,0.0016998775377797136,0.001406870164186947,0.827630304489183,0.02678621884916539,5309,117.7
16081,ID,28.00751879699248,11813,4,8.506617793153081e-4,38.05638639604421,11823.048867599051,0.0016998775377797136,0.0032188301699688786,1.893565917797312,0.02678621884916539,4706,238.7
16083,ID,79.07236842105263,90592,3,0.0012836746938390434,195.36302628531925,90708.29065786427,0.0025640579713467324,0.0021537504991930036,0.8399773028773523,0.03430668308799435,32801,945.22
16085,ID,0,11830,4,8.506617793153081e-4,10.063328849300095,11840.0633288493,0.0016998775377797136,8.499387688898552e-4,0.49999999999999906,0.02678621884916539,5065,67.84
16087,ID,10.456140350877192,10612,4,8.506617793153081e-4,19.483363152971243,10621.027222802095,0.0016998775377797136,0.0018344141997059151,1.0791449142283072,0.02678621884916539,4098,118.46
17001,IL,101.27309236947791,65583,4,8.506617793153081e-4,157.06204384231376,65638.78895147283,0.0016998775377797136,0.0023928236085895903,1.4076447011088602,0.02678621884916539,24890,938.49
17003,IL,1.1927179109966901,5261,3,0.0012836746938390434,7.946130475283898,5267.753412564287,0.0025640579713467324,0.0015084476916347922,0.5883048310497063,0.03430668308799435,1980,39.96
17005,IL,3.7175272053716135,16750,2,0.001316614162945478,25.77081443470837,16772.053287229337,0.002629765938810684,0.0015365330644597293,0.5842851037741514,0.03776920561073565,7191,158.69
17007,IL,56.45531445384333,53459,3,0.0012836746938390434,125.07927991178475,53527.62396545794,0.0025640579713467324,0.0023367239314134327,0.911338182492849,0.03430668308799435,20264,633.55
17009,IL,18.779116465863453,6334,4,8.506617793153081e-4,24.167208176046614,6339.388091710183,0.0016998775377797136,0.003812230427673186,2.2426500397508113,0.02678621884916539,3412,204.97
17011,IL,24.815261044176708,33203,4,8.506617793153081e-4,53.059784102782885,33231.24452305861,0.0016998775377797136,0.0015966836290457187,0.9392933276424247,0.02678621884916539,12883,324.14
17013,IL,0,4472,2,0.001316614162945478,5.887898536692178,4477.887898536692,0.002629765938810684,0.0013148829694053432,0.5000000000000004,0.03776920561073565,1828,34.52
17015,IL,4.359437751004016,15594,4,8.506617793153081e-4,17.624657537646932,15607.265219786643,0.0016998775377797136,0.001129259821592746,0.6643183385243875,0.02678621884916539,6948,123.64
17017,IL,14.755020080321286,12955,4,8.506617793153081e-4,25.775343431351104,12966.02032335103,0.0016998775377797136,0.0019879147794432533,1.1694458778717425,0.02678621884916539,4888,153.12
17019,IL,317.66053696211844,206525,3,0.0012836746938390434,582.7714531072269,206790.11091614512,0.0025640579713467324,0.002818178541156375,1.0991087458432813,0.03430668308799435,83239,3138.67
17021,IL,16.76706827309237,33893,4,8.506617793153081e-4,45.59854795942611,33921.831479686334,0.0016998775377797136,0.00134422423467118,0.7907771029358572,0.02678621884916539,14063,297.88
17023,IL,14.084337349397591,15467,4,8.506617793153081e-4,27.24152309006746,15480.15718574067,0.0016998775377797136,0.0017597704443957846,1.035233659651918,0.02678621884916539,5914,164
17025,IL,17.437751004016064,13248,4,8.506617793153081e-4,28.707318256385264,13259.26956725237,0.0016998775377797136,0.0021650753920326314,1.273665510552327,0.02678621884916539,5096,173.86
17027,IL,25.60963185922667,36998,2,0.001316614162945478,74.32172265988346,37046.712090800655,0.002629765938810684,0.0020061624491189015,0.7628673029456726,0.03776920561073565,15211,438.27
17029,IL,63.04417670682731,47076,4,8.506617793153081e-4,103.08993062987474,47116.04575392305,0.0016998775377797136,0.002188000477974982,1.2871518267326643,0.02678621884916539,18735,645.94
17031,IL,13465.460076045629,5225367,1,0.00247692321944086,26408.292928445655,5238309.8328524,0.004941606459101834,0.005041376659857791,1.02018983129913,0.065875644401241,1982809,133255.99
17033,IL,11.401606425702811,18729,4,8.506617793153081e-4,27.333650890499214,18744.932044464796,0.0016998775377797136,0.0014581888494266688,0.8578199411536873,0.02678621884916539,8037,184.67
17035,IL,0.6706827309236948,10447,4,8.506617793153081e-4,9.557546339430719,10455.886863608506,0.0016998775377797136,9.140827998718652e-4,0.5377345011957684,0.02678621884916539,4155,59.85
17037,IL,219.3341051169252,100686,2,0.001316614162945478,351.8987187272536,100818.56461361033,0.002629765938810684,0.0034904158780271694,1.3272724490475816,0.03776920561073565,38955,1952.82
17039,IL,5.030120481927711,15535,4,8.506617793153081e-4,18.245151223591023,15548.215030741663,0.0016998775377797136,0.0011734563219968997,0.6903181528768264,0.02678621884916539,6152,113.76
17041,IL,4.359437751004016,19714,4,8.506617793153081e-4,21.129384068426,19730.76994631742,0.0016998775377797136,0.0010708849236960272,0.6299776895074207,0.02678621884916539,7393,124.75
17043,IL,719.9611021069692,930559,2,0.001316614162945478,1945.1482609633504,931784.1871588564,0.002629765938810684,0.0020875523407350217,0.7938167841960568,0.03776920561073565,354883,10640.04
17045,IL,6.706827309236948,16852,4,8.506617793153081e-4,21.042179614258522,16866.33535230502,0.0016998775377797136,0.0012475845626645158,0.7339261416996203,0.02678621884916539,6642,130.58
17047,IL,1.3413654618473896,6182,4,8.506617793153081e-4,6.600156581574624,6187.258791119727,0.0016998775377797136,0.0010667335575242965,0.6275355334817855,0.02678621884916539,2353,39.55
17049,IL,19.44979919678715,34594,4,8.506617793153081e-4,48.87759279042092,34623.42779359363,0.0016998775377797136,0.0014116913288251816,0.8304664879971618,0.02678621884916539,13131,292.1
17051,IL,3.0180722891566267,21464,4,8.506617793153081e-4,21.2766767203804,21482.258604431223,0.0016998775377797136,9.90430155048575e-4,0.5826479455350767,0.02678621884916539,9110,142.18
17053,IL,7.553880102979036,13484,3,0.0012836746938390434,24.862949674704698,13501.309069571726,0.0025640579713467324,0.0018415214070418562,0.7182058391895972,0.03430668308799435,5131,126.42
17055,IL,54.325301204819276,37810,4,8.506617793153081e-4,86.48882308073107,37842.16352187591,0.0016998775377797136,0.0022855147547452817,1.3445172984228588,0.02678621884916539,14507,522.46
17057,IL,16.76706827309237,33691,4,8.506617793153081e-4,45.42671428000442,33719.65964600691,0.0016998775377797136,0.0013471878054790466,0.7925205054704524,0.02678621884916539,14131,299.98
17059,IL,1.676706827309237,4967,4,8.506617793153081e-4,5.901943885168372,4971.225237057859,0.0016998775377797136,0.00118722117862866,0.6984157106866316,0.02678621884916539,2036,38.09
17061,IL,8.048192771084338,12015,4,8.506617793153081e-4,18.268894049557765,12025.220701278473,0.0016998775377797136,0.0015192148654382277,0.8937201837624976,0.02678621884916539,4754,113.81
17063,IL,18.587636026858068,52624,2,0.001316614162945478,87.87313973770091,52693.285503710846,0.002629765938810684,0.0016676344793780714,0.6341379872507824,0.03776920561073565,19824,474.8
17065,IL,0,8008,4,8.506617793153081e-4,6.812099528756987,8014.812099528757,0.0016998775377797136,8.499387688898552e-4,0.49999999999999906,0.02678621884916539,3093,41.42
17067,IL,7.042168674698796,17582,4,8.506617793153081e-4,21.99850407862054,17596.95633540392,0.0016998775377797136,0.001250131196516127,0.7354242695323685,0.02678621884916539,6971,137.32
17069,IL,0,3665,4,8.506617793153081e-4,3.1176754211906044,3668.1176754211906,0.0016998775377797136,8.499387688898553e-4,0.4999999999999991,0.02678621884916539,1593,21.34
17071,IL,12.407630522088354,6374,4,8.506617793153081e-4,17.829748703444128,6379.4221181813555,0.0016998775377797136,0.002794884610728194,1.644168211304632,0.02678621884916539,2554,112.48
17073,IL,42.54027215888194,49157,3,0.0012836746938390434,105.64186908392779,49220.101596925044,0.0025640579713467324,0.0021463155429676645,0.8370776195205699,0.03430668308799435,19035,546.63
17075,IL,9.389558232931726,27043,4,8.506617793153081e-4,32.3940047309556,27066.004446498024,0.0016998775377797136,0.0011968521173854661,0.7040813769142031,0.02678621884916539,10422,196.56
17077,IL,45.606425702811244,53176,4,8.506617793153081e-4,90.84121647968206,53221.23479077687,0.0016998775377797136,0.0017068603694896732,1.0041078439797964,0.02678621884916539,21456,577.09
17079,IL,4.694779116465863,9295,4,8.506617793153081e-4,12.601680355201651,9302.906901238735,0.0016998775377797136,0.0013545959869300278,0.7968785732055301,0.02678621884916539,3614,77.14
17081,IL,16.096385542168676,37043,4,8.506617793153081e-4,47.60744983334563,37074.511064291175,0.0016998775377797136,0.0012841018928284507,0.7554084716630081,0.02678621884916539,14804,299.55
17083,IL,4.956702940495485,21462,2,0.001316614162945478,33.213876105631336,21490.257173165137,0.002629765938810684,0.0015455318118345028,0.5877069852587231,0.03776920561073565,8379,185.99
17085,IL,13.078313253012048,21942,4,8.506617793153081e-4,31.743534014748537,21960.665220761737,0.0016998775377797136,0.001445472334086584,0.8503390991180344,0.02678621884916539,8944,203.72
17087,IL,2.0120481927710845,13313,4,8.506617793153081e-4,13.336908460795781,13324.324860268025,0.0016998775377797136,0.001000944408115212,0.5888332458481629,0.02678621884916539,6304,99.43
17089,IL,603.8916415836999,517254,2,0.001316614162945478,1284.9155838239003,517935.0239422402,0.002629765938810684,0.0024808432031566824,0.9433703458333815,0.03776920561073565,194135,6917.1
17091,IL,68.78006620080912,107421,3,0.0012836746938390434,206.67368548769298,107558.89361928689,0.0025640579713467324,0.001921493226020255,0.7493953910141197,0.03430668308799435,40618,1044.26
17093,IL,110.28664042602453,132795,2,0.001316614162945478,285.1264181943693,132969.83977776836,0.002629765938810684,0.002144293914100365,0.8153934471712435,0.03776920561073565,47543,1464.17
17095,IL,35.54618473895582,49751,4,8.506617793153081e-4,77.86745892167173,49793.321274182716,0.0016998775377797136,0.00156381331731019,0.9199564571885318,0.02678621884916539,20178,497.23
17097,IL,570.84695531373,713159,2,0.001316614162945478,1509.802195145764,714097.955239832,0.002629765938810684,0.0021142788381724076,0.8039798550013137,0.03776920561073565,273522,8305.68
17099,IL,81.48795180722891,109495,4,8.506617793153081e-4,174.6311633333586,109588.14321152613,0.0016998775377797136,0.0015935224214565526,0.937433659802296,0.02678621884916539,43767,1099
17101,IL,5.030120481927711,15302,4,8.506617793153081e-4,18.046947029010557,15315.016826547082,0.0016998775377797136,0.0011783824486387728,0.6932160831879166,0.02678621884916539,7149,132.75
17103,IL,23.13855421686747,34221,4,8.506617793153081e-4,52.249050966816625,34250.11049674995,0.0016998775377797136,0.0015255148146682512,0.8974263032269928,0.02678621884916539,14760,354.81
17105,IL,8.383534136546185,35771,4,8.506617793153081e-4,38.81255664443407,35801.42902250789,0.0016998775377797136,0.0010841063528506955,0.6377555610662963,0.02678621884916539,14157,241.84
17107,IL,22.803212851405622,28027,4,8.506617793153081e-4,46.64471054027576,28050.84149768887,0.0016998775377797136,0.0016628631459815154,0.9782252597757457,0.02678621884916539,10827,283.7
17109,IL,20.79116465863454,27370,4,8.506617793153081e-4,44.07377755849453,27393.28261289986,0.0016998775377797136,0.0016089264722782659,0.9464955189535341,0.02678621884916539,10849,275.06
17111,IL,222.6385737439222,311133,2,0.001316614162945478,632.2806881036377,311542.6421143597,0.002629765938810684,0.002029515715128149,0.7717476620926959,0.03776920561073565,119489,3482.9
17113,IL,252.0610518573005,171284,3,0.0012836746938390434,471.9339881168272,171503.87293625952,0.0025640579713467324,0.002751739538221533,1.073197084064454,0.03430668308799435,65405,2408.07
17115,IL,152.27031997057742,103542,3,0.0012836746938390434,285.18456512005963,103674.91424514948,0.0025640579713467324,0.0027507576658873604,1.0728141471944048,0.03430668308799435,37978,1397.77
17117,IL,16.109284556610326,44907,2,0.001316614162945478,75.23447677200292,44966.12519221539,0.002629765938810684,0.001673136754621402,0.6362302933233978,0.03776920561073565,17395,418
17119,IL,280.0537161379949,265512,2,0.001316614162945478,629.6305757699747,265861.576859632,0.002629765938810684,0.002368264655642223,0.9005610045711043,0.03776920561073565,100932,3433.05
17121,IL,28.839357429718877,37543,4,8.506617793153081e-4,60.77575261055349,37574.936395180834,0.0016998775377797136,0.0016174545705511367,0.9515124087490248,0.02678621884916539,14109,359.6
17123,IL,4.373299006987863,11740,3,0.0012836746938390434,19.44363991265823,11755.07034090567,0.0025640579713467324,0.0016540641058520622,0.6450962202634171,0.03430668308799435,4653,102.98
17125,IL,5.7008032128514055,13074,4,8.506617793153081e-4,16.822355315619742,13085.121552102768,0.0016998775377797136,0.0012856094036754594,0.75629530663406,0.02678621884916539,5085,103.01
17127,IL,11.132033835969107,14135,3,0.0012836746938390434,29.276775633383984,14153.144741797414,0.0025640579713467324,0.002068570354327197,0.8067564686303531,0.03430668308799435,5338,147.74
