GEOID,State,ssm_hh,total_hh,county_to_urb,urb_ssm_rate,adj_ssm_hh,adj_hh,adj_urb_ssm_rate,per_ssm,msm_index,msm_urb,male_pop,msm_pop
01071,AL,17.78185151237397,52618,4,8.506617793153081e-4,62.54197301638685,52662.76012150401,0.0016998775377797136,0.0011875939064357702,0.6986349781331542,0.02678621884916539,20348,380.79
01073,AL,867.2326869806094,672265,2,0.001316614162945478,1752.3463072331513,673150.1136202526,0.002629765938810684,0.002603202869281117,0.9898990746143816,0.03776920561073565,242155,9053.62
01075,AL,2.6672777268560957,13885,4,8.506617793153081e-4,14.478716532649148,13896.811438805793,0.0016998775377797136,0.0010418732812491381,0.6129107880382817,0.02678621884916539,5280,86.68
01077,AL,63.83174136664217,94329,3,0.0012836746938390434,184.9194915617853,94450.08775019515,0.0025640579713467324,0.0019578541001557008,0.7635763785509763,0.03430668308799435,36154,947.08
01079,AL,35.360029390154295,33116,3,0.0012836746938390434,77.87020055132805,33158.51017116117,0.0025640579713467324,0.002348422777421822,0.9159008117856043,0.03430668308799435,12604,396.04
01081,AL,165.77883908890522,175126,3,0.0012836746938390434,390.5836535221615,175350.80481443324,0.0025640579713467324,0.0022274414647568946,0.8687172792692222,0.03430668308799435,67874,2022.84
01083,AL,95.05878030859662,104199,3,0.0012836746938390434,228.8163997319311,104332.75761942334,0.0025640579713467324,0.00219314053373907,0.8553396835201649,0.03430668308799435,40785,1196.79
01085,AL,0,10153,3,0.0012836746938390434,13.033149166547807,10166.033149166547,0.0025640579713467324,0.0012820289856733662,0.5,0.03430668308799435,3697,63.42
01087,AL,10.562086700955179,19198,3,0.0012836746938390434,35.20607347327714,19222.64398677232,0.0025640579713467324,0.0018314896482244324,0.714293385208631,0.03430668308799435,7246,177.56
01089,AL,568.9750183688465,389781,3,0.0012836746938390434,1069.3270242081226,390281.3520058393,0.0025640579713467324,0.0027398875675518405,1.0685747351151955,0.03430668308799435,149238,5470.95
01091,AL,4.890009165902842,19180,4,8.506617793153081e-4,21.20570209317045,19196.315692927266,0.0016998775377797136,0.0011046756279895693,0.6498560063523374,0.02678621884916539,6839,119.05
01093,AL,2.6672777268560957,29203,4,8.506617793153081e-4,27.509153668201037,29227.841875941343,0.0016998775377797136,9.41196882922956e-4,0.5536851108417467,0.02678621884916539,11281,167.31
01095,AL,102.24564619615032,97923,4,8.506617793153081e-4,185.54499961204323,98006.29935341589,0.0016998775377797136,0.0018931946296937318,1.1137241287196007,0.02678621884916539,36034,1074.98
01097,AL,485.85598824393827,413878,3,0.0012836746938390434,1017.1407031806539,414409.28471493674,0.0025640579713467324,0.0024544351217428034,0.9572463451181834,0.03430668308799435,149635,4914.01
01099,AL,13.780934922089827,19816,4,8.506617793153081e-4,30.63764874100197,19832.856713818914,0.0016998775377797136,0.0015447925219796812,0.9087669479987388,0.02678621884916539,7303,177.77
01101,AL,147.8692138133725,228132,3,0.0012836746938390434,440.7164890682611,228424.8472752549,0.0025640579713467324,0.0019293719327179502,0.7524681400649366,0.03430668308799435,80376,2074.88
01103,AL,77.60837619397502,123102,3,0.0012836746938390434,235.6312983549489,123260.02292216098,0.0025640579713467324,0.001911660348333301,0.7455605020229829,0.03430668308799435,46496,1189.26
01105,AL,0,8479,4,8.506617793153081e-4,7.212761226814497,8486.212761226814,0.0016998775377797136,8.499387688898553e-4,0.4999999999999991,0.02678621884916539,3029,40.57
01107,AL,3.673769287288758,18925,3,0.0012836746938390434,27.967312868192657,18949.293543580905,0.0025640579713467324,0.0014759026664435528,0.5756120504827578,0.03430668308799435,7193,142.04
01109,AL,22.67186067827681,32997,4,8.506617793153081e-4,50.741147410344034,33025.06928673207,0.0016998775377797136,0.0015364433294536481,0.9038553044594411,0.02678621884916539,12648,306.22
01111,AL,28.45096241979835,22179,4,8.506617793153081e-4,47.31779002323257,22197.866827603433,0.0016998775377797136,0.0021316368095510903,1.2539943391071082,0.02678621884916539,8503,285.61
01113,AL,83.11903012490815,58849,3,0.0012836746938390434,158.66200218264203,58924.54297205773,0.0025640579713467324,0.0026926301703838456,1.0501440296880584,0.03430668308799435,21146,761.83
01115,AL,62.10249307479224,91719,2,0.001316614162945478,182.86102748598856,91839.7585344112,0.002629765938810684,0.001991087851319566,0.7571350065550086,0.03776920561073565,34963,999.82
01117,AL,147.10803324099723,223916,2,0.001316614162945478,441.9190101510969,224210.8109769101,0.002629765938810684,0.001970997777607642,0.7494955153685764,0.03776920561073565,83331,2358.92
01119,AL,0,12196,4,8.506617793153081e-4,10.374671060529497,12206.37467106053,0.0016998775377797136,8.499387688898552e-4,0.49999999999999906,0.02678621884916539,4462,59.76
01121,AL,60.01374885426215,81105,4,8.506617793153081e-4,129.0066724656302,81173.99292361137,0.0016998775377797136,0.001589261139180768,0.9349268425868921,0.02678621884916539,31060,777.84
