GEOID,State,msm_county,value,type,demographic,category
36069,NY,2715.98,0.3568,percent,College,Education
36069,NY,2715.98,0.2329,percent,Graduate,Education
36069,NY,2715.98,0.283,percent,HS/GED,Education
36069,NY,2715.98,0.1273,percent,Less HS,Education
36069,NY,2715.98,0.2541,percent,less_20k,Income
36069,NY,2715.98,0.2283,percent,20k_40k,Income
36069,NY,2715.98,0.2664,percent,"40K, 90K",Income
36069,NY,2715.98,0.2512,percent,"90K, infty",Income
36069,NY,2715.98,831.7558,count,18-24,Age
36069,NY,2715.98,536.5784,count,25-34,Age
36069,NY,2715.98,545.0602,count,35-44,Age
36069,NY,2715.98,484.8809,count,45-54,Age
36069,NY,2715.98,317.7047,count,55+,Age
36069,NY,2715.98,968.9742,count,College,Education
36069,NY,2715.98,632.6804,count,Graduate,Education
36069,NY,2715.98,768.538,count,HS/GED,Education
36069,NY,2715.98,345.7874,count,Less HS,Education
36069,NY,2715.98,690.1451,count,less_20k,Income
36069,NY,2715.98,620.0585,count,20k_40k,Income
36069,NY,2715.98,723.624,count,"40K, 90K",Income
36069,NY,2715.98,682.1524,count,"90K, infty",Income
36069,NY,2715.98,0.0188,rate,18-24,Age
36069,NY,2715.98,0.0122,rate,25-34,Age
36069,NY,2715.98,0.0124,rate,35-44,Age
36069,NY,2715.98,0.011,rate,45-54,Age
36069,NY,2715.98,0.0072,rate,55+,Age
36069,NY,2715.98,0.022,rate,College,Education
36069,NY,2715.98,0.0143,rate,Graduate,Education
36069,NY,2715.98,0.0174,rate,HS/GED,Education
36069,NY,2715.98,0.0078,rate,Less HS,Education
36069,NY,2715.98,0.0156,rate,less_20k,Income
36069,NY,2715.98,0.0141,rate,20k_40k,Income
36069,NY,2715.98,0.0164,rate,"40K, 90K",Income
36069,NY,2715.98,0.0155,rate,"90K, infty",Income
36071,NY,4842.18,0.2365,percent,18-24,Age
36071,NY,4842.18,0.2666,percent,25-34,Age
36071,NY,4842.18,0.1679,percent,35-44,Age
36071,NY,4842.18,0.1862,percent,45-54,Age
36071,NY,4842.18,0.1429,percent,55+,Age
36071,NY,4842.18,0.3624,percent,College,Education
36071,NY,4842.18,0.2603,percent,Graduate,Education
36071,NY,4842.18,0.2271,percent,HS/GED,Education
36071,NY,4842.18,0.1503,percent,Less HS,Education
36071,NY,4842.18,0.4942,percent,less_20k,Income
36071,NY,4842.18,0.1708,percent,20k_40k,Income
36071,NY,4842.18,0.1874,percent,"40K, 90K",Income
36071,NY,4842.18,0.1476,percent,"90K, infty",Income
36071,NY,4842.18,1144.9399,count,18-24,Age
36071,NY,4842.18,1290.9886,count,25-34,Age
36071,NY,4842.18,812.7946,count,35-44,Age
36071,NY,4842.18,901.4839,count,45-54,Age
36071,NY,4842.18,691.9731,count,55+,Age
36071,NY,4842.18,1754.6773,count,College,Education
36071,NY,4842.18,1260.1822,count,Graduate,Education
36071,NY,4842.18,1099.6383,count,HS/GED,Education
36071,NY,4842.18,727.6823,count,Less HS,Education
36071,NY,4842.18,2393.1462,count,less_20k,Income
36071,NY,4842.18,827.1849,count,20k_40k,Income
36071,NY,4842.18,907.2306,count,"40K, 90K",Income
36071,NY,4842.18,714.6183,count,"90K, infty",Income
36071,NY,4842.18,0.0077,rate,18-24,Age
36071,NY,4842.18,0.0087,rate,25-34,Age
36071,NY,4842.18,0.0055,rate,35-44,Age
36071,NY,4842.18,0.0061,rate,45-54,Age
36071,NY,4842.18,0.0047,rate,55+,Age
36071,NY,4842.18,0.0118,rate,College,Education
36071,NY,4842.18,0.0085,rate,Graduate,Education
36071,NY,4842.18,0.0074,rate,HS/GED,Education
36071,NY,4842.18,0.0049,rate,Less HS,Education
36071,NY,4842.18,0.0161,rate,less_20k,Income
36071,NY,4842.18,0.0056,rate,20k_40k,Income
36071,NY,4842.18,0.0061,rate,"40K, 90K",Income
36071,NY,4842.18,0.0048,rate,"90K, infty",Income
36073,NY,698.15,0.30620000000000003,percent,18-24,Age
36073,NY,698.15,0.1976,percent,25-34,Age
36073,NY,698.15,0.2007,percent,35-44,Age
36073,NY,698.15,0.1785,percent,45-54,Age
36073,NY,698.15,0.117,percent,55+,Age
36073,NY,698.15,0.3568,percent,College,Education
36073,NY,698.15,0.2329,percent,Graduate,Education
36073,NY,698.15,0.283,percent,HS/GED,Education
36073,NY,698.15,0.1273,percent,Less HS,Education
36073,NY,698.15,0.2541,percent,less_20k,Income
36073,NY,698.15,0.2283,percent,20k_40k,Income
36073,NY,698.15,0.2664,percent,"40K, 90K",Income
36073,NY,698.15,0.2512,percent,"90K, infty",Income
36073,NY,698.15,213.8051,count,18-24,Age
36073,NY,698.15,137.9289,count,25-34,Age
36073,NY,698.15,140.1092,count,35-44,Age
36073,NY,698.15,124.6399,count,45-54,Age
36073,NY,698.15,81.6669,count,55+,Age
36073,NY,698.15,249.0774,count,College,Education
36073,NY,698.15,162.6322,count,Graduate,Education
36073,NY,698.15,197.5548,count,HS/GED,Education
36073,NY,698.15,88.8856,count,Less HS,Education
36073,NY,698.15,177.4037,count,less_20k,Income
36073,NY,698.15,159.3877,count,20k_40k,Income
36073,NY,698.15,186.0095,count,"40K, 90K",Income
36073,NY,698.15,175.3491,count,"90K, infty",Income
36073,NY,698.15,0.013,rate,18-24,Age
36073,NY,698.15,0.0084,rate,25-34,Age
36073,NY,698.15,0.0085,rate,35-44,Age
36073,NY,698.15,0.0076,rate,45-54,Age
36073,NY,698.15,0.005,rate,55+,Age
36073,NY,698.15,0.0152,rate,College,Education
36073,NY,698.15,0.0099,rate,Graduate,Education
36073,NY,698.15,0.0121,rate,HS/GED,Education
36073,NY,698.15,0.0054,rate,Less HS,Education
36073,NY,698.15,0.0108,rate,less_20k,Income
36073,NY,698.15,0.0097,rate,20k_40k,Income
36073,NY,698.15,0.0113,rate,"40K, 90K",Income
36073,NY,698.15,0.0107,rate,"90K, infty",Income
36075,NY,1755.67,0.2365,percent,18-24,Age
36075,NY,1755.67,0.2666,percent,25-34,Age
36075,NY,1755.67,0.1679,percent,35-44,Age
36075,NY,1755.67,0.1862,percent,45-54,Age
36075,NY,1755.67,0.1429,percent,55+,Age
36075,NY,1755.67,0.3624,percent,College,Education
36075,NY,1755.67,0.2603,percent,Graduate,Education
36075,NY,1755.67,0.2271,percent,HS/GED,Education
36075,NY,1755.67,0.1503,percent,Less HS,Education
36075,NY,1755.67,0.4942,percent,less_20k,Income
36075,NY,1755.67,0.1708,percent,20k_40k,Income
36075,NY,1755.67,0.1874,percent,"40K, 90K",Income
36075,NY,1755.67,0.1476,percent,"90K, infty",Income
36075,NY,1755.67,415.1305,count,18-24,Age
36075,NY,1755.67,468.0846,count,25-34,Age
36075,NY,1755.67,294.7018,count,35-44,Age
36075,NY,1755.67,326.8586,count,45-54,Age
36075,NY,1755.67,250.8945,count,55+,Age
36075,NY,1755.67,636.2081,count,College,Education
36075,NY,1755.67,456.9149,count,Graduate,Education
36075,NY,1755.67,398.7051,count,HS/GED,Education
36075,NY,1755.67,263.8419,count,Less HS,Education
36075,NY,1755.67,867.7032,count,less_20k,Income
36075,NY,1755.67,299.9194,count,20k_40k,Income
36075,NY,1755.67,328.9422,count,"40K, 90K",Income
36075,NY,1755.67,259.1052,count,"90K, infty",Income
36075,NY,1755.67,0.0089,rate,18-24,Age
36075,NY,1755.67,0.01,rate,25-34,Age
36075,NY,1755.67,0.0063,rate,35-44,Age
36075,NY,1755.67,0.007,rate,45-54,Age
36075,NY,1755.67,0.0054,rate,55+,Age
36075,NY,1755.67,0.0136,rate,College,Education
36075,NY,1755.67,0.0098,rate,Graduate,Education
36075,NY,1755.67,0.0085,rate,HS/GED,Education
36075,NY,1755.67,0.0056,rate,Less HS,Education
36075,NY,1755.67,0.0185,rate,less_20k,Income
36075,NY,1755.67,0.0064,rate,20k_40k,Income
36075,NY,1755.67,0.007,rate,"40K, 90K",Income
36075,NY,1755.67,0.0055,rate,"90K, infty",Income
36077,NY,1007.02,0.1417,percent,18-24,Age
36077,NY,1007.02,0.2666,percent,25-34,Age
36077,NY,1007.02,0.3778,percent,35-44,Age
36077,NY,1007.02,0,percent,45-54,Age
36077,NY,1007.02,0.2139,percent,55+,Age
36077,NY,1007.02,0.2183,percent,College,Education
36077,NY,1007.02,0.4382,percent,Graduate,Education
36077,NY,1007.02,0.1497,percent,HS/GED,Education
36077,NY,1007.02,0.1938,percent,Less HS,Education
36077,NY,1007.02,0.0889,percent,less_20k,Income
36077,NY,1007.02,0.3845,percent,20k_40k,Income
36077,NY,1007.02,0.2658,percent,"40K, 90K",Income
36077,NY,1007.02,0.2608,percent,"90K, infty",Income
36077,NY,1007.02,142.6965,count,18-24,Age
36077,NY,1007.02,268.4361,count,25-34,Age
36077,NY,1007.02,380.4329,count,35-44,Age
36077,NY,1007.02,0.0077,count,45-54,Age
36077,NY,1007.02,215.4468,count,55+,Age
36077,NY,1007.02,219.8375,count,College,Education
36077,NY,1007.02,441.2984,count,Graduate,Education
36077,NY,1007.02,150.7502,count,HS/GED,Education
36077,NY,1007.02,195.134,count,Less HS,Education
36077,NY,1007.02,89.494,count,less_20k,Income
36077,NY,1007.02,387.248,count,20k_40k,Income
36077,NY,1007.02,267.63,count,"40K, 90K",Income
36077,NY,1007.02,262.6479,count,"90K, infty",Income
36077,NY,1007.02,0.0058,rate,18-24,Age
36077,NY,1007.02,0.011,rate,25-34,Age
36077,NY,1007.02,0.0156,rate,35-44,Age
36077,NY,1007.02,0,rate,45-54,Age
36077,NY,1007.02,0.0088,rate,55+,Age
36077,NY,1007.02,0.009,rate,College,Education
36077,NY,1007.02,0.018,rate,Graduate,Education
36077,NY,1007.02,0.0062,rate,HS/GED,Education
36077,NY,1007.02,0.008,rate,Less HS,Education
36077,NY,1007.02,0.0037,rate,less_20k,Income
36077,NY,1007.02,0.0158,rate,20k_40k,Income
36077,NY,1007.02,0.0109,rate,"40K, 90K",Income
36077,NY,1007.02,0.0107,rate,"90K, infty",Income
36079,NY,1737.27,0.30620000000000003,percent,18-24,Age
36079,NY,1737.27,0.1976,percent,25-34,Age
36079,NY,1737.27,0.2007,percent,35-44,Age
36079,NY,1737.27,0.1785,percent,45-54,Age
36079,NY,1737.27,0.117,percent,55+,Age
36079,NY,1737.27,0.3568,percent,College,Education
36079,NY,1737.27,0.2329,percent,Graduate,Education
36079,NY,1737.27,0.283,percent,HS/GED,Education
36079,NY,1737.27,0.1273,percent,Less HS,Education
36079,NY,1737.27,0.2541,percent,less_20k,Income
36079,NY,1737.27,0.2283,percent,20k_40k,Income
36079,NY,1737.27,0.2664,percent,"40K, 90K",Income
36079,NY,1737.27,0.2512,percent,"90K, infty",Income
36079,NY,1737.27,532.0306,count,18-24,Age
36079,NY,1737.27,343.2211,count,25-34,Age
36079,NY,1737.27,348.6464,count,35-44,Age
36079,NY,1737.27,310.1529,count,45-54,Age
36079,NY,1737.27,203.219,count,55+,Age
36079,NY,1737.27,619.802,count,College,Education
36079,NY,1737.27,404.6924,count,Graduate,Education
36079,NY,1737.27,491.5935,count,HS/GED,Education
36079,NY,1737.27,221.1821,count,Less HS,Education
36079,NY,1737.27,441.4496,count,less_20k,Income
36079,NY,1737.27,396.6189,count,20k_40k,Income
36079,NY,1737.27,462.8643,count,"40K, 90K",Income
36079,NY,1737.27,436.3371,count,"90K, infty",Income
36079,NY,1737.27,0.0134,rate,18-24,Age
36079,NY,1737.27,0.0087,rate,25-34,Age
36079,NY,1737.27,0.0088,rate,35-44,Age
36079,NY,1737.27,0.0078,rate,45-54,Age
36079,NY,1737.27,0.0051,rate,55+,Age
36079,NY,1737.27,0.0157,rate,College,Education
36079,NY,1737.27,0.0102,rate,Graduate,Education
36079,NY,1737.27,0.0124,rate,HS/GED,Education
36079,NY,1737.27,0.0056,rate,Less HS,Education
36079,NY,1737.27,0.0112,rate,less_20k,Income
36079,NY,1737.27,0.01,rate,20k_40k,Income
36079,NY,1737.27,0.0117,rate,"40K, 90K",Income
36079,NY,1737.27,0.011,rate,"90K, infty",Income
36081,NY,56988.55,0.1251,percent,18-24,Age
36081,NY,56988.55,0.3443,percent,25-34,Age
36081,NY,56988.55,0.1545,percent,35-44,Age
36081,NY,56988.55,0.1501,percent,45-54,Age
36081,NY,56988.55,0.226,percent,55+,Age
36081,NY,56988.55,0.258,percent,College,Education
36081,NY,56988.55,0.3742,percent,Graduate,Education
36081,NY,56988.55,0.2705,percent,HS/GED,Education
36081,NY,56988.55,0.0973,percent,Less HS,Education
36081,NY,56988.55,0.2473,percent,less_20k,Income
36081,NY,56988.55,0.238,percent,20k_40k,Income
36081,NY,56988.55,0.3014,percent,"40K, 90K",Income
36081,NY,56988.55,0.2133,percent,"90K, infty",Income
36081,NY,56988.55,7128.9468,count,18-24,Age
36081,NY,56988.55,19622.7408,count,25-34,Age
36081,NY,56988.55,8803.1177,count,35-44,Age
36081,NY,56988.55,8554.1972,count,45-54,Age
36081,NY,56988.55,12879.5475,count,55+,Age
36081,NY,56988.55,14704.5022,count,College,Education
36081,NY,56988.55,21322.6731,count,Graduate,Education
36081,NY,56988.55,15415.5187,count,HS/GED,Education
36081,NY,56988.55,5545.8561,count,Less HS,Education
36081,NY,56988.55,14093.7826,count,less_20k,Income
36081,NY,56988.55,13561.0396,count,20k_40k,Income
36081,NY,56988.55,17178.1981,count,"40K, 90K",Income
36081,NY,56988.55,12155.5296,count,"90K, infty",Income
36081,NY,56988.55,0.0078,rate,18-24,Age
36081,NY,56988.55,0.0215,rate,25-34,Age
36081,NY,56988.55,0.0096,rate,35-44,Age
36081,NY,56988.55,0.0094,rate,45-54,Age
36081,NY,56988.55,0.0141,rate,55+,Age
36081,NY,56988.55,0.0161,rate,College,Education
36081,NY,56988.55,0.0233,rate,Graduate,Education
36081,NY,56988.55,0.0169,rate,HS/GED,Education
36081,NY,56988.55,0.0061,rate,Less HS,Education
36081,NY,56988.55,0.0154,rate,less_20k,Income
36081,NY,56988.55,0.0148,rate,20k_40k,Income
36081,NY,56988.55,0.0188,rate,"40K, 90K",Income
36081,NY,56988.55,0.0133,rate,"90K, infty",Income
36083,NY,2728.23,0.2365,percent,18-24,Age
36083,NY,2728.23,0.2666,percent,25-34,Age
36083,NY,2728.23,0.1679,percent,35-44,Age
36083,NY,2728.23,0.1862,percent,45-54,Age
36083,NY,2728.23,0.1429,percent,55+,Age
36083,NY,2728.23,0.3624,percent,College,Education
36083,NY,2728.23,0.2603,percent,Graduate,Education
36083,NY,2728.23,0.2271,percent,HS/GED,Education
36083,NY,2728.23,0.1503,percent,Less HS,Education
36083,NY,2728.23,0.4942,percent,less_20k,Income
36083,NY,2728.23,0.1708,percent,20k_40k,Income
36083,NY,2728.23,0.1874,percent,"40K, 90K",Income
36083,NY,2728.23,0.1476,percent,"90K, infty",Income
36083,NY,2728.23,645.0936,count,18-24,Age
36083,NY,2728.23,727.3818,count,25-34,Age
36083,NY,2728.23,457.953,count,35-44,Age
36083,NY,2728.23,507.9232,count,45-54,Age
36083,NY,2728.23,389.8785,count,55+,Age
36083,NY,2728.23,988.638,count,College,Education
36083,NY,2728.23,710.0246,count,Graduate,Education
36083,NY,2728.23,619.5693,count,HS/GED,Education
36083,NY,2728.23,409.9981,count,Less HS,Education
36083,NY,2728.23,1348.3706,count,less_20k,Income
36083,NY,2728.23,466.0609,count,20k_40k,Income
36083,NY,2728.23,511.161,count,"40K, 90K",Income
36083,NY,2728.23,402.6375,count,"90K, infty",Income
36083,NY,2728.23,0.01,rate,18-24,Age
36083,NY,2728.23,0.0112,rate,25-34,Age
36083,NY,2728.23,0.0071,rate,35-44,Age
36083,NY,2728.23,0.0079,rate,45-54,Age
36083,NY,2728.23,0.006,rate,55+,Age
36083,NY,2728.23,0.0153,rate,College,Education
36083,NY,2728.23,0.011,rate,Graduate,Education
36083,NY,2728.23,0.0096,rate,HS/GED,Education
36083,NY,2728.23,0.0063,rate,Less HS,Education
36083,NY,2728.23,0.0208,rate,less_20k,Income
36083,NY,2728.23,0.0072,rate,20k_40k,Income
36083,NY,2728.23,0.0079,rate,"40K, 90K",Income
36083,NY,2728.23,0.0062,rate,"90K, infty",Income
36085,NY,10262.16,0.1251,percent,18-24,Age
36085,NY,10262.16,0.3443,percent,25-34,Age
36085,NY,10262.16,0.1545,percent,35-44,Age
36085,NY,10262.16,0.1501,percent,45-54,Age
36085,NY,10262.16,0.226,percent,55+,Age
36085,NY,10262.16,0.258,percent,College,Education
36085,NY,10262.16,0.3742,percent,Graduate,Education
36085,NY,10262.16,0.2705,percent,HS/GED,Education
36085,NY,10262.16,0.0973,percent,Less HS,Education
36085,NY,10262.16,0.2473,percent,less_20k,Income
36085,NY,10262.16,0.238,percent,20k_40k,Income
36085,NY,10262.16,0.3014,percent,"40K, 90K",Income
36085,NY,10262.16,0.2133,percent,"90K, infty",Income
36085,NY,10262.16,1283.7384,count,18-24,Age
36085,NY,10262.16,3533.5468,count,25-34,Age
36085,NY,10262.16,1585.2132,count,35-44,Age
36085,NY,10262.16,1540.3891,count,45-54,Age
36085,NY,10262.16,2319.2725,count,55+,Age
36085,NY,10262.16,2647.8995,count,College,Education
36085,NY,10262.16,3839.6605,count,Graduate,Education
36085,NY,10262.16,2775.9351,count,HS/GED,Education
36085,NY,10262.16,998.6649,count,Less HS,Education
36085,NY,10262.16,2537.9248,count,less_20k,Income
36085,NY,10262.16,2441.9916,count,20k_40k,Income
36085,NY,10262.16,3093.348,count,"40K, 90K",Income
36085,NY,10262.16,2188.8957,count,"90K, infty",Income
36085,NY,10262.16,0.0069,rate,18-24,Age
36085,NY,10262.16,0.0189,rate,25-34,Age
36085,NY,10262.16,0.0085,rate,35-44,Age
36085,NY,10262.16,0.0082,rate,45-54,Age
36085,NY,10262.16,0.0124,rate,55+,Age
36085,NY,10262.16,0.0142,rate,College,Education
36085,NY,10262.16,0.0206,rate,Graduate,Education
36085,NY,10262.16,0.0149,rate,HS/GED,Education
36085,NY,10262.16,0.0053,rate,Less HS,Education
36085,NY,10262.16,0.0136,rate,less_20k,Income
36085,NY,10262.16,0.0131,rate,20k_40k,Income
36085,NY,10262.16,0.0166,rate,"40K, 90K",Income
36085,NY,10262.16,0.0117,rate,"90K, infty",Income
36087,NY,3484.43,0.30620000000000003,percent,18-24,Age
36087,NY,3484.43,0.1976,percent,25-34,Age
36087,NY,3484.43,0.2007,percent,35-44,Age
36087,NY,3484.43,0.1785,percent,45-54,Age
36087,NY,3484.43,0.117,percent,55+,Age
36087,NY,3484.43,0.3568,percent,College,Education
36087,NY,3484.43,0.2329,percent,Graduate,Education
36087,NY,3484.43,0.283,percent,HS/GED,Education
36087,NY,3484.43,0.1273,percent,Less HS,Education
36087,NY,3484.43,0.2541,percent,less_20k,Income
36087,NY,3484.43,0.2283,percent,20k_40k,Income
36087,NY,3484.43,0.2664,percent,"40K, 90K",Income
36087,NY,3484.43,0.2512,percent,"90K, infty",Income
36087,NY,3484.43,1067.0899,count,18-24,Age
36087,NY,3484.43,688.396,count,25-34,Age
36087,NY,3484.43,699.2777,count,35-44,Age
36087,NY,3484.43,622.0714,count,45-54,Age
36087,NY,3484.43,407.595,count,55+,Age
36087,NY,3484.43,1243.1325,count,College,Education
36087,NY,3484.43,811.6887,count,Graduate,Education
36087,NY,3484.43,985.9855,count,HS/GED,Education
36087,NY,3484.43,443.6233,count,Less HS,Education
36087,NY,3484.43,885.4124,count,less_20k,Income
36087,NY,3484.43,795.4957,count,20k_40k,Income
36087,NY,3484.43,928.3637,count,"40K, 90K",Income
36087,NY,3484.43,875.1583,count,"90K, infty",Income
36087,NY,3484.43,0.0091,rate,18-24,Age
36087,NY,3484.43,0.0059,rate,25-34,Age
36087,NY,3484.43,0.006,rate,35-44,Age
36087,NY,3484.43,0.0053,rate,45-54,Age
36087,NY,3484.43,0.0035,rate,55+,Age
36087,NY,3484.43,0.0106,rate,College,Education
36087,NY,3484.43,0.0069,rate,Graduate,Education
36087,NY,3484.43,0.0084,rate,HS/GED,Education
36087,NY,3484.43,0.0038,rate,Less HS,Education
36087,NY,3484.43,0.0076,rate,less_20k,Income
36087,NY,3484.43,0.0068,rate,20k_40k,Income
36087,NY,3484.43,0.0079,rate,"40K, 90K",Income
36087,NY,3484.43,0.0075,rate,"90K, infty",Income
36089,NY,1379.23,0.1417,percent,18-24,Age
36089,NY,1379.23,0.2666,percent,25-34,Age
36089,NY,1379.23,0.3778,percent,35-44,Age
36089,NY,1379.23,0,percent,45-54,Age
36089,NY,1379.23,0.2139,percent,55+,Age
36089,NY,1379.23,0.2183,percent,College,Education
36089,NY,1379.23,0.4382,percent,Graduate,Education
36089,NY,1379.23,0.1497,percent,HS/GED,Education
36089,NY,1379.23,0.1938,percent,Less HS,Education
36089,NY,1379.23,0.0889,percent,less_20k,Income
36089,NY,1379.23,0.3845,percent,20k_40k,Income
36089,NY,1379.23,0.2658,percent,"40K, 90K",Income
36089,NY,1379.23,0.2608,percent,"90K, infty",Income
36089,NY,1379.23,195.4394,count,18-24,Age
36089,NY,1379.23,367.6542,count,25-34,Age
36089,NY,1379.23,521.0467,count,35-44,Age
36089,NY,1379.23,0.0106,count,45-54,Age
36089,NY,1379.23,295.0792,count,55+,Age
36089,NY,1379.23,301.0927,count,College,Education
36089,NY,1379.23,604.409,count,Graduate,Education
36089,NY,1379.23,206.4698,count,HS/GED,Education
36089,NY,1379.23,267.2585,count,Less HS,Education
36089,NY,1379.23,122.5724,count,less_20k,Income
36089,NY,1379.23,530.3808,count,20k_40k,Income
36089,NY,1379.23,366.5502,count,"40K, 90K",Income
36089,NY,1379.23,359.7266,count,"90K, infty",Income
36089,NY,1379.23,0.0044,rate,18-24,Age
36089,NY,1379.23,0.0083,rate,25-34,Age
36089,NY,1379.23,0.0117,rate,35-44,Age
36089,NY,1379.23,0,rate,45-54,Age
36089,NY,1379.23,0.0066,rate,55+,Age
36089,NY,1379.23,0.0068,rate,College,Education
36089,NY,1379.23,0.0136,rate,Graduate,Education
36089,NY,1379.23,0.0046,rate,HS/GED,Education
36089,NY,1379.23,0.006,rate,Less HS,Education
36089,NY,1379.23,0.0028,rate,less_20k,Income
36089,NY,1379.23,0.0119,rate,20k_40k,Income
36089,NY,1379.23,0.0082,rate,"40K, 90K",Income
36089,NY,1379.23,0.0081,rate,"90K, infty",Income
36091,NY,3897.97,0.2365,percent,18-24,Age
36091,NY,3897.97,0.2666,percent,25-34,Age
36091,NY,3897.97,0.1679,percent,35-44,Age
36091,NY,3897.97,0.1862,percent,45-54,Age
36091,NY,3897.97,0.1429,percent,55+,Age
36091,NY,3897.97,0.3624,percent,College,Education
36091,NY,3897.97,0.2603,percent,Graduate,Education
36091,NY,3897.97,0.2271,percent,HS/GED,Education
36091,NY,3897.97,0.1503,percent,Less HS,Education
36091,NY,3897.97,0.4942,percent,less_20k,Income
36091,NY,3897.97,0.1708,percent,20k_40k,Income
36091,NY,3897.97,0.1874,percent,"40K, 90K",Income
36091,NY,3897.97,0.1476,percent,"90K, infty",Income
36091,NY,3897.97,921.6802,count,18-24,Age
36091,NY,3897.97,1039.2498,count,25-34,Age
36091,NY,3897.97,654.3022,count,35-44,Age
36091,NY,3897.97,725.6973,count,45-54,Age
36091,NY,3897.97,557.0405,count,55+,Age
36091,NY,3897.97,1412.5207,count,College,Education
36091,NY,3897.97,1014.4506,count,Graduate,Education
36091,NY,3897.97,885.2123,count,HS/GED,Education
36091,NY,3897.97,585.7865,count,Less HS,Education
36091,NY,3897.97,1926.4902,count,less_20k,Income
36091,NY,3897.97,665.8864,count,20k_40k,Income
36091,NY,3897.97,730.3235,count,"40K, 90K",Income
36091,NY,3897.97,575.27,count,"90K, infty",Income
36091,NY,3897.97,0.0098,rate,18-24,Age
36091,NY,3897.97,0.011,rate,25-34,Age
36091,NY,3897.97,0.0069,rate,35-44,Age
36091,NY,3897.97,0.0077,rate,45-54,Age
36091,NY,3897.97,0.0059,rate,55+,Age
36091,NY,3897.97,0.015,rate,College,Education
36091,NY,3897.97,0.0108,rate,Graduate,Education
36091,NY,3897.97,0.0094,rate,HS/GED,Education
36091,NY,3897.97,0.0062,rate,Less HS,Education
36091,NY,3897.97,0.0205,rate,less_20k,Income
36091,NY,3897.97,0.0071,rate,20k_40k,Income
36091,NY,3897.97,0.0078,rate,"40K, 90K",Income
36091,NY,3897.97,0.0061,rate,"90K, infty",Income
36093,NY,2261.35,0.2365,percent,18-24,Age
36093,NY,2261.35,0.2666,percent,25-34,Age
36093,NY,2261.35,0.1679,percent,35-44,Age
36093,NY,2261.35,0.1862,percent,45-54,Age
36093,NY,2261.35,0.1429,percent,55+,Age
36093,NY,2261.35,0.3624,percent,College,Education
36093,NY,2261.35,0.2603,percent,Graduate,Education
36093,NY,2261.35,0.2271,percent,HS/GED,Education
36093,NY,2261.35,0.1503,percent,Less HS,Education
36093,NY,2261.35,0.4942,percent,less_20k,Income
36093,NY,2261.35,0.1708,percent,20k_40k,Income
36093,NY,2261.35,0.1874,percent,"40K, 90K",Income
36093,NY,2261.35,0.1476,percent,"90K, infty",Income
36093,NY,2261.35,534.6992,count,18-24,Age
36093,NY,2261.35,602.9055,count,25-34,Age
36093,NY,2261.35,379.5838,count,35-44,Age
36093,NY,2261.35,421.0026,count,45-54,Age
36093,NY,2261.35,323.1589,count,55+,Age
36093,NY,2261.35,819.4531,count,College,Education
36093,NY,2261.35,588.5186,count,Graduate,Education
36093,NY,2261.35,513.5429,count,HS/GED,Education
36093,NY,2261.35,339.8354,count,Less HS,Education
36093,NY,2261.35,1117.6249,count,less_20k,Income
36093,NY,2261.35,386.3042,count,20k_40k,Income
36093,NY,2261.35,423.6864,count,"40K, 90K",Income
36093,NY,2261.35,333.7344,count,"90K, infty",Income
36093,NY,2261.35,0.0088,rate,18-24,Age
36093,NY,2261.35,0.0099,rate,25-34,Age
36093,NY,2261.35,0.0062,rate,35-44,Age
36093,NY,2261.35,0.0069,rate,45-54,Age
36093,NY,2261.35,0.0053,rate,55+,Age
36093,NY,2261.35,0.0135,rate,College,Education
36093,NY,2261.35,0.0097,rate,Graduate,Education
36093,NY,2261.35,0.0085,rate,HS/GED,Education
36093,NY,2261.35,0.0056,rate,Less HS,Education
36093,NY,2261.35,0.0184,rate,less_20k,Income
36093,NY,2261.35,0.0064,rate,20k_40k,Income
36093,NY,2261.35,0.007,rate,"40K, 90K",Income
36093,NY,2261.35,0.0055,rate,"90K, infty",Income
36095,NY,368,0.2365,percent,18-24,Age
36095,NY,368,0.2666,percent,25-34,Age
36095,NY,368,0.1679,percent,35-44,Age
36095,NY,368,0.1862,percent,45-54,Age
36095,NY,368,0.1429,percent,55+,Age
36095,NY,368,0.3624,percent,College,Education
36095,NY,368,0.2603,percent,Graduate,Education
36095,NY,368,0.2271,percent,HS/GED,Education
36095,NY,368,0.1503,percent,Less HS,Education
36095,NY,368,0.4942,percent,less_20k,Income
36095,NY,368,0.1708,percent,20k_40k,Income
36095,NY,368,0.1874,percent,"40K, 90K",Income
36095,NY,368,0.1476,percent,"90K, infty",Income
36095,NY,368,87.0141,count,18-24,Age
36095,NY,368,98.1136,count,25-34,Age
36095,NY,368,61.7714,count,35-44,Age
36095,NY,368,68.5117,count,45-54,Age
36095,NY,368,52.5891,count,55+,Age
36095,NY,368,133.3534,count,College,Education
36095,NY,368,95.7724,count,Graduate,Education
36095,NY,368,83.5712,count,HS/GED,Education
36095,NY,368,55.303,count,Less HS,Education
36095,NY,368,181.8763,count,less_20k,Income
36095,NY,368,62.8651,count,20k_40k,Income
36095,NY,368,68.9485,count,"40K, 90K",Income
36095,NY,368,54.3102,count,"90K, infty",Income
36095,NY,368,0.007,rate,18-24,Age
36095,NY,368,0.0079,rate,25-34,Age
36095,NY,368,0.005,rate,35-44,Age
36095,NY,368,0.0055,rate,45-54,Age
