GEOID,State,msm_county,value,type,demographic,category
01001,AL,599.14,0.2365,percent,18-24,Age
01001,AL,599.14,0.2666,percent,25-34,Age
01001,AL,599.14,0.1679,percent,35-44,Age
01001,AL,599.14,0.1862,percent,45-54,Age
01001,AL,599.14,0.1429,percent,55+,Age
01001,AL,599.14,0.3624,percent,College,Education
01001,AL,599.14,0.2603,percent,Graduate,Education
01001,AL,599.14,0.2271,percent,HS/GED,Education
01001,AL,599.14,0.1503,percent,Less HS,Education
01001,AL,599.14,0.4942,percent,less_20k,Income
01001,AL,599.14,0.1708,percent,20k_40k,Income
01001,AL,599.14,0.1874,percent,"40K, 90K",Income
01001,AL,599.14,0.1476,percent,"90K, infty",Income
01001,AL,599.14,141.6674,count,18-24,Age
01001,AL,599.14,159.7386,count,25-34,Age
01001,AL,599.14,100.5699,count,35-44,Age
01001,AL,599.14,111.5438,count,45-54,Age
01001,AL,599.14,85.6203,count,55+,Age
01001,AL,599.14,217.1124,count,College,Education
01001,AL,599.14,155.9268,count,Graduate,Education
01001,AL,599.14,136.0621,count,HS/GED,Education
01001,AL,599.14,90.0387,count,Less HS,Education
01001,AL,599.14,296.1124,count,less_20k,Income
01001,AL,599.14,102.3505,count,20k_40k,Income
01001,AL,599.14,112.2548,count,"40K, 90K",Income
01001,AL,599.14,88.4222,count,"90K, infty",Income
01001,AL,599.14,0.0065,rate,18-24,Age
01001,AL,599.14,0.0074,rate,25-34,Age
01001,AL,599.14,0.0046,rate,35-44,Age
01001,AL,599.14,0.0051,rate,45-54,Age
01001,AL,599.14,0.0039,rate,55+,Age
01001,AL,599.14,0.01,rate,College,Education
01001,AL,599.14,0.0072,rate,Graduate,Education
01001,AL,599.14,0.0063,rate,HS/GED,Education
01001,AL,599.14,0.0041,rate,Less HS,Education
01001,AL,599.14,0.0136,rate,less_20k,Income
01001,AL,599.14,0.0047,rate,20k_40k,Income
01001,AL,599.14,0.0052,rate,"40K, 90K",Income
01001,AL,599.14,0.0041,rate,"90K, infty",Income
01003,AL,2498.86,0.2365,percent,18-24,Age
01003,AL,2498.86,0.2666,percent,25-34,Age
01003,AL,2498.86,0.1679,percent,35-44,Age
01003,AL,2498.86,0.1862,percent,45-54,Age
01003,AL,2498.86,0.1429,percent,55+,Age
01003,AL,2498.86,0.3624,percent,College,Education
01003,AL,2498.86,0.2603,percent,Graduate,Education
01003,AL,2498.86,0.2271,percent,HS/GED,Education
01003,AL,2498.86,0.1503,percent,Less HS,Education
01003,AL,2498.86,0.4942,percent,less_20k,Income
01003,AL,2498.86,0.1708,percent,20k_40k,Income
01003,AL,2498.86,0.1874,percent,"40K, 90K",Income
01003,AL,2498.86,0.1476,percent,"90K, infty",Income
01003,AL,2498.86,590.8587,count,18-24,Age
01003,AL,2498.86,666.2288,count,25-34,Age
01003,AL,2498.86,419.4516,count,35-44,Age
01003,AL,2498.86,465.2206,count,45-54,Age
01003,AL,2498.86,357.1003,count,55+,Age
01003,AL,2498.86,905.5204,count,College,Education
01003,AL,2498.86,650.3308,count,Graduate,Education
01003,AL,2498.86,567.4804,count,HS/GED,Education
01003,AL,2498.86,375.5284,count,Less HS,Education
01003,AL,2498.86,1235.0093,count,less_20k,Income
01003,AL,2498.86,426.8778,count,20k_40k,Income
01003,AL,2498.86,468.1863,count,"40K, 90K",Income
01003,AL,2498.86,368.7866,count,"90K, infty",Income
01003,AL,2498.86,0.0067,rate,18-24,Age
01003,AL,2498.86,0.0075,rate,25-34,Age
01003,AL,2498.86,0.0047,rate,35-44,Age
01003,AL,2498.86,0.0052,rate,45-54,Age
01003,AL,2498.86,0.004,rate,55+,Age
01003,AL,2498.86,0.0102,rate,College,Education
01003,AL,2498.86,0.0073,rate,Graduate,Education
01003,AL,2498.86,0.0064,rate,HS/GED,Education
01003,AL,2498.86,0.0042,rate,Less HS,Education
01003,AL,2498.86,0.0139,rate,less_20k,Income
01003,AL,2498.86,0.0048,rate,20k_40k,Income
01003,AL,2498.86,0.0053,rate,"40K, 90K",Income
01003,AL,2498.86,0.0042,rate,"90K, infty",Income
01005,AL,254.3,0.1417,percent,18-24,Age
01005,AL,254.3,0.2666,percent,25-34,Age
01005,AL,254.3,0.3778,percent,35-44,Age
01005,AL,254.3,0,percent,45-54,Age
01005,AL,254.3,0.2139,percent,55+,Age
01005,AL,254.3,0.2183,percent,College,Education
01005,AL,254.3,0.4382,percent,Graduate,Education
01005,AL,254.3,0.1497,percent,HS/GED,Education
01005,AL,254.3,0.1938,percent,Less HS,Education
01005,AL,254.3,0.0889,percent,less_20k,Income
01005,AL,254.3,0.3845,percent,20k_40k,Income
01005,AL,254.3,0.2658,percent,"40K, 90K",Income
01005,AL,254.3,0.2608,percent,"90K, infty",Income
01005,AL,254.3,36.0348,count,18-24,Age
01005,AL,254.3,67.7874,count,25-34,Age
01005,AL,254.3,96.0697,count,35-44,Age
01005,AL,254.3,0.0019,count,45-54,Age
01005,AL,254.3,54.4062,count,55+,Age
01005,AL,254.3,55.5149,count,College,Education
01005,AL,254.3,111.4399,count,Graduate,Education
01005,AL,254.3,38.0685,count,HS/GED,Education
01005,AL,254.3,49.2766,count,Less HS,Education
01005,AL,254.3,22.5997,count,less_20k,Income
01005,AL,254.3,97.7907,count,20k_40k,Income
01005,AL,254.3,67.5839,count,"40K, 90K",Income
01005,AL,254.3,66.3258,count,"90K, infty",Income
01005,AL,254.3,0.0035,rate,18-24,Age
01005,AL,254.3,0.0065,rate,25-34,Age
01005,AL,254.3,0.0092,rate,35-44,Age
01005,AL,254.3,0,rate,45-54,Age
01005,AL,254.3,0.0052,rate,55+,Age
01005,AL,254.3,0.0053,rate,College,Education
01005,AL,254.3,0.0107,rate,Graduate,Education
01005,AL,254.3,0.0036,rate,HS/GED,Education
01005,AL,254.3,0.0047,rate,Less HS,Education
01005,AL,254.3,0.0022,rate,less_20k,Income
01005,AL,254.3,0.0094,rate,20k_40k,Income
01005,AL,254.3,0.0065,rate,"40K, 90K",Income
01005,AL,254.3,0.0064,rate,"90K, infty",Income
01007,AL,298.78,0.30620000000000003,percent,18-24,Age
01007,AL,298.78,0.1976,percent,25-34,Age
01007,AL,298.78,0.2007,percent,35-44,Age
01007,AL,298.78,0.1785,percent,45-54,Age
01007,AL,298.78,0.117,percent,55+,Age
01007,AL,298.78,0.3568,percent,College,Education
01007,AL,298.78,0.2329,percent,Graduate,Education
01007,AL,298.78,0.283,percent,HS/GED,Education
01007,AL,298.78,0.1273,percent,Less HS,Education
01007,AL,298.78,0.2541,percent,less_20k,Income
01007,AL,298.78,0.2283,percent,20k_40k,Income
01007,AL,298.78,0.2664,percent,"40K, 90K",Income
01007,AL,298.78,0.2512,percent,"90K, infty",Income
01007,AL,298.78,91.4999,count,18-24,Age
01007,AL,298.78,59.028,count,25-34,Age
01007,AL,298.78,59.9611,count,35-44,Age
01007,AL,298.78,53.3409,count,45-54,Age
01007,AL,298.78,34.9501,count,55+,Age
01007,AL,298.78,106.5951,count,College,Education
01007,AL,298.78,69.6,count,Graduate,Education
01007,AL,298.78,84.5455,count,HS/GED,Education
01007,AL,298.78,38.0394,count,Less HS,Education
01007,AL,298.78,75.9216,count,less_20k,Income
01007,AL,298.78,68.2115,count,20k_40k,Income
01007,AL,298.78,79.6046,count,"40K, 90K",Income
01007,AL,298.78,75.0423,count,"90K, infty",Income
01007,AL,298.78,0.0097,rate,18-24,Age
01007,AL,298.78,0.0063,rate,25-34,Age
01007,AL,298.78,0.0064,rate,35-44,Age
01007,AL,298.78,0.0057,rate,45-54,Age
01007,AL,298.78,0.0037,rate,55+,Age
01007,AL,298.78,0.0113,rate,College,Education
01007,AL,298.78,0.0074,rate,Graduate,Education
01007,AL,298.78,0.009,rate,HS/GED,Education
01007,AL,298.78,0.004,rate,Less HS,Education
01007,AL,298.78,0.008,rate,less_20k,Income
01007,AL,298.78,0.0072,rate,20k_40k,Income
01007,AL,298.78,0.0084,rate,"40K, 90K",Income
01007,AL,298.78,0.008,rate,"90K, infty",Income
01009,AL,488.98,0.30620000000000003,percent,18-24,Age
01009,AL,488.98,0.1976,percent,25-34,Age
01009,AL,488.98,0.2007,percent,35-44,Age
01009,AL,488.98,0.1785,percent,45-54,Age
01009,AL,488.98,0.117,percent,55+,Age
01009,AL,488.98,0.3568,percent,College,Education
01009,AL,488.98,0.2329,percent,Graduate,Education
01009,AL,488.98,0.283,percent,HS/GED,Education
01009,AL,488.98,0.1273,percent,Less HS,Education
01009,AL,488.98,0.2541,percent,less_20k,Income
01009,AL,488.98,0.2283,percent,20k_40k,Income
01009,AL,488.98,0.2664,percent,"40K, 90K",Income
01009,AL,488.98,0.2512,percent,"90K, infty",Income
01009,AL,488.98,149.7478,count,18-24,Age
01009,AL,488.98,96.6046,count,25-34,Age
01009,AL,488.98,98.1316,count,35-44,Age
01009,AL,488.98,87.2971,count,45-54,Age
01009,AL,488.98,57.199,count,55+,Age
01009,AL,488.98,174.4523,count,College,Education
01009,AL,488.98,113.9066,count,Graduate,Education
01009,AL,488.98,138.3662,count,HS/GED,Education
01009,AL,488.98,62.2549,count,Less HS,Education
01009,AL,488.98,124.2524,count,less_20k,Income
01009,AL,488.98,111.6342,count,20k_40k,Income
01009,AL,488.98,130.2799,count,"40K, 90K",Income
01009,AL,488.98,122.8135,count,"90K, infty",Income
01009,AL,488.98,0.0066,rate,18-24,Age
01009,AL,488.98,0.0043,rate,25-34,Age
01009,AL,488.98,0.0043,rate,35-44,Age
01009,AL,488.98,0.0038,rate,45-54,Age
01009,AL,488.98,0.0025,rate,55+,Age
01009,AL,488.98,0.0077,rate,College,Education
01009,AL,488.98,0.005,rate,Graduate,Education
01009,AL,488.98,0.0061,rate,HS/GED,Education
01009,AL,488.98,0.0027,rate,Less HS,Education
01009,AL,488.98,0.0055,rate,less_20k,Income
01009,AL,488.98,0.0049,rate,20k_40k,Income
01009,AL,488.98,0.0057,rate,"40K, 90K",Income
01009,AL,488.98,0.0054,rate,"90K, infty",Income
01011,AL,106.08,0.1417,percent,18-24,Age
01011,AL,106.08,0.2666,percent,25-34,Age
01011,AL,106.08,0.3778,percent,35-44,Age
01011,AL,106.08,0,percent,45-54,Age
01011,AL,106.08,0.2139,percent,55+,Age
01011,AL,106.08,0.2183,percent,College,Education
01011,AL,106.08,0.4382,percent,Graduate,Education
01011,AL,106.08,0.1497,percent,HS/GED,Education
01011,AL,106.08,0.1938,percent,Less HS,Education
01011,AL,106.08,0.0889,percent,less_20k,Income
01011,AL,106.08,0.3845,percent,20k_40k,Income
01011,AL,106.08,0.2658,percent,"40K, 90K",Income
01011,AL,106.08,0.2608,percent,"90K, infty",Income
01011,AL,106.08,15.0317,count,18-24,Age
01011,AL,106.08,28.2772,count,25-34,Age
01011,AL,106.08,40.075,count,35-44,Age
01011,AL,106.08,8e-4,count,45-54,Age
01011,AL,106.08,22.6953,count,55+,Age
01011,AL,106.08,23.1578,count,College,Education
01011,AL,106.08,46.4866,count,Graduate,Education
01011,AL,106.08,15.8801,count,HS/GED,Education
01011,AL,106.08,20.5555,count,Less HS,Education
01011,AL,106.08,9.4273,count,less_20k,Income
01011,AL,106.08,40.7929,count,20k_40k,Income
01011,AL,106.08,28.1923,count,"40K, 90K",Income
01011,AL,106.08,27.6675,count,"90K, infty",Income
01011,AL,106.08,0.0033,rate,18-24,Age
01011,AL,106.08,0.0063,rate,25-34,Age
01011,AL,106.08,0.0089,rate,35-44,Age
01011,AL,106.08,0,rate,45-54,Age
01011,AL,106.08,0.005,rate,55+,Age
01011,AL,106.08,0.0051,rate,College,Education
01011,AL,106.08,0.0103,rate,Graduate,Education
01011,AL,106.08,0.0035,rate,HS/GED,Education
01011,AL,106.08,0.0046,rate,Less HS,Education
01011,AL,106.08,0.0021,rate,less_20k,Income
01011,AL,106.08,0.0091,rate,20k_40k,Income
01011,AL,106.08,0.0063,rate,"40K, 90K",Income
01011,AL,106.08,0.0061,rate,"90K, infty",Income
01013,AL,213.1,0.1417,percent,18-24,Age
01013,AL,213.1,0.2666,percent,25-34,Age
01013,AL,213.1,0.3778,percent,35-44,Age
01013,AL,213.1,0,percent,45-54,Age
01013,AL,213.1,0.2139,percent,55+,Age
01013,AL,213.1,0.2183,percent,College,Education
01013,AL,213.1,0.4382,percent,Graduate,Education
01013,AL,213.1,0.1497,percent,HS/GED,Education
01013,AL,213.1,0.1938,percent,Less HS,Education
01013,AL,213.1,0.0889,percent,less_20k,Income
01013,AL,213.1,0.3845,percent,20k_40k,Income
01013,AL,213.1,0.2658,percent,"40K, 90K",Income
01013,AL,213.1,0.2608,percent,"90K, infty",Income
01013,AL,213.1,30.1967,count,18-24,Age
01013,AL,213.1,56.805,count,25-34,Age
01013,AL,213.1,80.5051,count,35-44,Age
01013,AL,213.1,0.0016,count,45-54,Age
01013,AL,213.1,45.5917,count,55+,Age
01013,AL,213.1,46.5208,count,College,Education
01013,AL,213.1,93.3851,count,Graduate,Education
01013,AL,213.1,31.9009,count,HS/GED,Education
01013,AL,213.1,41.2932,count,Less HS,Education
01013,AL,213.1,18.9382,count,less_20k,Income
01013,AL,213.1,81.9473,count,20k_40k,Income
01013,AL,213.1,56.6344,count,"40K, 90K",Income
01013,AL,213.1,55.5801,count,"90K, infty",Income
01013,AL,213.1,0.0045,rate,18-24,Age
01013,AL,213.1,0.0085,rate,25-34,Age
01013,AL,213.1,0.012,rate,35-44,Age
01013,AL,213.1,0,rate,45-54,Age
01013,AL,213.1,0.0068,rate,55+,Age
01013,AL,213.1,0.0069,rate,College,Education
01013,AL,213.1,0.0139,rate,Graduate,Education
01013,AL,213.1,0.0048,rate,HS/GED,Education
01013,AL,213.1,0.0062,rate,Less HS,Education
01013,AL,213.1,0.0028,rate,less_20k,Income
01013,AL,213.1,0.0122,rate,20k_40k,Income
01013,AL,213.1,0.0085,rate,"40K, 90K",Income
01013,AL,213.1,0.0083,rate,"90K, infty",Income
01015,AL,1092.57,0.2365,percent,18-24,Age
01015,AL,1092.57,0.2666,percent,25-34,Age
01015,AL,1092.57,0.1679,percent,35-44,Age
01015,AL,1092.57,0.1862,percent,45-54,Age
01015,AL,1092.57,0.1429,percent,55+,Age
01015,AL,1092.57,0.3624,percent,College,Education
01015,AL,1092.57,0.2603,percent,Graduate,Education
01015,AL,1092.57,0.2271,percent,HS/GED,Education
01015,AL,1092.57,0.1503,percent,Less HS,Education
01015,AL,1092.57,0.4942,percent,less_20k,Income
01015,AL,1092.57,0.1708,percent,20k_40k,Income
01015,AL,1092.57,0.1874,percent,"40K, 90K",Income
01015,AL,1092.57,0.1476,percent,"90K, infty",Income
01015,AL,1092.57,258.3396,count,18-24,Age
01015,AL,1092.57,291.2935,count,25-34,Age
01015,AL,1092.57,183.3957,count,35-44,Age
01015,AL,1092.57,203.4072,count,45-54,Age
01015,AL,1092.57,156.134,count,55+,Age
01015,AL,1092.57,395.9183,count,College,Education
01015,AL,1092.57,284.3424,count,Graduate,Education
01015,AL,1092.57,248.118,count,HS/GED,Education
01015,AL,1092.57,164.1913,count,Less HS,Education
01015,AL,1092.57,539.9799,count,less_20k,Income
01015,AL,1092.57,186.6427,count,20k_40k,Income
01015,AL,1092.57,204.7039,count,"40K, 90K",Income
01015,AL,1092.57,161.2436,count,"90K, infty",Income
01015,AL,1092.57,0.0059,rate,18-24,Age
01015,AL,1092.57,0.0067,rate,25-34,Age
01015,AL,1092.57,0.0042,rate,35-44,Age
01015,AL,1092.57,0.0047,rate,45-54,Age
01015,AL,1092.57,0.0036,rate,55+,Age
01015,AL,1092.57,0.0091,rate,College,Education
01015,AL,1092.57,0.0065,rate,Graduate,Education
01015,AL,1092.57,0.0057,rate,HS/GED,Education
01015,AL,1092.57,0.0038,rate,Less HS,Education
01015,AL,1092.57,0.0124,rate,less_20k,Income
01015,AL,1092.57,0.0043,rate,20k_40k,Income
01015,AL,1092.57,0.0047,rate,"40K, 90K",Income
01015,AL,1092.57,0.0037,rate,"90K, infty",Income
01017,AL,212.85,0.1417,percent,18-24,Age
01017,AL,212.85,0.2666,percent,25-34,Age
01017,AL,212.85,0.3778,percent,35-44,Age
01017,AL,212.85,0,percent,45-54,Age
01017,AL,212.85,0.2139,percent,55+,Age
01017,AL,212.85,0.2183,percent,College,Education
01017,AL,212.85,0.4382,percent,Graduate,Education
01017,AL,212.85,0.1497,percent,HS/GED,Education
01017,AL,212.85,0.1938,percent,Less HS,Education
01017,AL,212.85,0.0889,percent,less_20k,Income
01017,AL,212.85,0.3845,percent,20k_40k,Income
01017,AL,212.85,0.2658,percent,"40K, 90K",Income
01017,AL,212.85,0.2608,percent,"90K, infty",Income
01017,AL,212.85,30.1612,count,18-24,Age
01017,AL,212.85,56.7383,count,25-34,Age
01017,AL,212.85,80.4107,count,35-44,Age
01017,AL,212.85,0.0016,count,45-54,Age
01017,AL,212.85,45.5382,count,55+,Age
01017,AL,212.85,46.4662,count,College,Education
01017,AL,212.85,93.2756,count,Graduate,Education
01017,AL,212.85,31.8635,count,HS/GED,Education
01017,AL,212.85,41.2447,count,Less HS,Education
01017,AL,212.85,18.916,count,less_20k,Income
01017,AL,212.85,81.8511,count,20k_40k,Income
01017,AL,212.85,56.5679,count,"40K, 90K",Income
01017,AL,212.85,55.5149,count,"90K, infty",Income
01017,AL,212.85,0.0023,rate,18-24,Age
01017,AL,212.85,0.0044,rate,25-34,Age
01017,AL,212.85,0.0062,rate,35-44,Age
01017,AL,212.85,0,rate,45-54,Age
01017,AL,212.85,0.0035,rate,55+,Age
01017,AL,212.85,0.0036,rate,College,Education
01017,AL,212.85,0.0072,rate,Graduate,Education
01017,AL,212.85,0.0025,rate,HS/GED,Education
01017,AL,212.85,0.0032,rate,Less HS,Education
01017,AL,212.85,0.0015,rate,less_20k,Income
01017,AL,212.85,0.0063,rate,20k_40k,Income
01017,AL,212.85,0.0044,rate,"40K, 90K",Income
01017,AL,212.85,0.0043,rate,"90K, infty",Income
01019,AL,241.75,0.1417,percent,18-24,Age
01019,AL,241.75,0.2666,percent,25-34,Age
01019,AL,241.75,0.3778,percent,35-44,Age
01019,AL,241.75,0,percent,45-54,Age
01019,AL,241.75,0.2139,percent,55+,Age
01019,AL,241.75,0.2183,percent,College,Education
01019,AL,241.75,0.4382,percent,Graduate,Education
01019,AL,241.75,0.1497,percent,HS/GED,Education
01019,AL,241.75,0.1938,percent,Less HS,Education
01019,AL,241.75,0.0889,percent,less_20k,Income
01019,AL,241.75,0.3845,percent,20k_40k,Income
01019,AL,241.75,0.2658,percent,"40K, 90K",Income
01019,AL,241.75,0.2608,percent,"90K, infty",Income
01019,AL,241.75,34.2564,count,18-24,Age
01019,AL,241.75,64.442,count,25-34,Age
01019,AL,241.75,91.3285,count,35-44,Age
01019,AL,241.75,0.0019,count,45-54,Age
01019,AL,241.75,51.7212,count,55+,Age
01019,AL,241.75,52.7752,count,College,Education
01019,AL,241.75,105.9402,count,Graduate,Education
01019,AL,241.75,36.1898,count,HS/GED,Education
01019,AL,241.75,46.8448,count,Less HS,Education
01019,AL,241.75,21.4844,count,less_20k,Income
01019,AL,241.75,92.9646,count,20k_40k,Income
01019,AL,241.75,64.2485,count,"40K, 90K",Income
01019,AL,241.75,63.0525,count,"90K, infty",Income
01019,AL,241.75,0.0034,rate,18-24,Age
01019,AL,241.75,0.0065,rate,25-34,Age
01019,AL,241.75,0.0092,rate,35-44,Age
01019,AL,241.75,0,rate,45-54,Age
01019,AL,241.75,0.0052,rate,55+,Age
01019,AL,241.75,0.0053,rate,College,Education
01019,AL,241.75,0.0106,rate,Graduate,Education
01019,AL,241.75,0.0036,rate,HS/GED,Education
01019,AL,241.75,0.0047,rate,Less HS,Education
01019,AL,241.75,0.0022,rate,less_20k,Income
01019,AL,241.75,0.0093,rate,20k_40k,Income
01019,AL,241.75,0.0065,rate,"40K, 90K",Income
01019,AL,241.75,0.0063,rate,"90K, infty",Income
01021,AL,392.73,0.30620000000000003,percent,18-24,Age
01021,AL,392.73,0.1976,percent,25-34,Age
01021,AL,392.73,0.2007,percent,35-44,Age
01021,AL,392.73,0.1785,percent,45-54,Age
01021,AL,392.73,0.117,percent,55+,Age
01021,AL,392.73,0.3568,percent,College,Education
01021,AL,392.73,0.2329,percent,Graduate,Education
01021,AL,392.73,0.283,percent,HS/GED,Education
01021,AL,392.73,0.1273,percent,Less HS,Education
01021,AL,392.73,0.2541,percent,less_20k,Income
01021,AL,392.73,0.2283,percent,20k_40k,Income
01021,AL,392.73,0.2664,percent,"40K, 90K",Income
01021,AL,392.73,0.2512,percent,"90K, infty",Income
01021,AL,392.73,120.2717,count,18-24,Age
01021,AL,392.73,77.5891,count,25-34,Age
01021,AL,392.73,78.8156,count,35-44,Age
01021,AL,392.73,70.1136,count,45-54,Age
01021,AL,392.73,45.94,count,55+,Age
01021,AL,392.73,140.1134,count,College,Education
01021,AL,392.73,91.4854,count,Graduate,Education
01021,AL,392.73,111.1304,count,HS/GED,Education
01021,AL,392.73,50.0008,count,Less HS,Education
01021,AL,392.73,99.7948,count,less_20k,Income
01021,AL,392.73,89.6603,count,20k_40k,Income
01021,AL,392.73,104.6358,count,"40K, 90K",Income
01021,AL,392.73,98.6391,count,"90K, infty",Income
01021,AL,392.73,0.0072,rate,18-24,Age
01021,AL,392.73,0.0046,rate,25-34,Age
01021,AL,392.73,0.0047,rate,35-44,Age
01021,AL,392.73,0.0042,rate,45-54,Age
01021,AL,392.73,0.0027,rate,55+,Age
01021,AL,392.73,0.0083,rate,College,Education
01021,AL,392.73,0.0054,rate,Graduate,Education
01021,AL,392.73,0.0066,rate,HS/GED,Education
01021,AL,392.73,0.003,rate,Less HS,Education
01021,AL,392.73,0.0059,rate,less_20k,Income
01021,AL,392.73,0.0053,rate,20k_40k,Income
01021,AL,392.73,0.0062,rate,"40K, 90K",Income
01021,AL,392.73,0.0059,rate,"90K, infty",Income
01023,AL,63.18,0.1417,percent,18-24,Age
01023,AL,63.18,0.2666,percent,25-34,Age
01023,AL,63.18,0.3778,percent,35-44,Age
01023,AL,63.18,0,percent,45-54,Age
01023,AL,63.18,0.2139,percent,55+,Age
01023,AL,63.18,0.2183,percent,College,Education
01023,AL,63.18,0.4382,percent,Graduate,Education
01023,AL,63.18,0.1497,percent,HS/GED,Education
01023,AL,63.18,0.1938,percent,Less HS,Education
01023,AL,63.18,0.0889,percent,less_20k,Income
01023,AL,63.18,0.3845,percent,20k_40k,Income
01023,AL,63.18,0.2658,percent,"40K, 90K",Income
01023,AL,63.18,0.2608,percent,"90K, infty",Income
01023,AL,63.18,8.9527,count,18-24,Age
01023,AL,63.18,16.8416,count,25-34,Age
01023,AL,63.18,23.8682,count,35-44,Age
01023,AL,63.18,5e-4,count,45-54,Age
01023,AL,63.18,13.517,count,55+,Age
01023,AL,63.18,13.7925,count,College,Education
01023,AL,63.18,27.6869,count,Graduate,Education
01023,AL,63.18,9.458,count,HS/GED,Education
01023,AL,63.18,12.2426,count,Less HS,Education
01023,AL,63.18,5.6148,count,less_20k,Income
01023,AL,63.18,24.2958,count,20k_40k,Income
01023,AL,63.18,16.791,count,"40K, 90K",Income
01023,AL,63.18,16.4784,count,"90K, infty",Income
01023,AL,63.18,0.0019,rate,18-24,Age
01023,AL,63.18,0.0036,rate,25-34,Age
01023,AL,63.18,0.0051,rate,35-44,Age
01023,AL,63.18,0,rate,45-54,Age
01023,AL,63.18,0.0029,rate,55+,Age
01023,AL,63.18,0.0029,rate,College,Education
01023,AL,63.18,0.0059,rate,Graduate,Education
01023,AL,63.18,0.002,rate,HS/GED,Education
01023,AL,63.18,0.0026,rate,Less HS,Education
01023,AL,63.18,0.0012,rate,less_20k,Income
01023,AL,63.18,0.0052,rate,20k_40k,Income
01023,AL,63.18,0.0036,rate,"40K, 90K",Income
01023,AL,63.18,0.0035,rate,"90K, infty",Income
01025,AL,258.36,0.1417,percent,18-24,Age
01025,AL,258.36,0.2666,percent,25-34,Age
01025,AL,258.36,0.3778,percent,35-44,Age
01025,AL,258.36,0,percent,45-54,Age
01025,AL,258.36,0.2139,percent,55+,Age
01025,AL,258.36,0.2183,percent,College,Education
01025,AL,258.36,0.4382,percent,Graduate,Education
01025,AL,258.36,0.1497,percent,HS/GED,Education
01025,AL,258.36,0.1938,percent,Less HS,Education
01025,AL,258.36,0.0889,percent,less_20k,Income
01025,AL,258.36,0.3845,percent,20k_40k,Income
01025,AL,258.36,0.2658,percent,"40K, 90K",Income
01025,AL,258.36,0.2608,percent,"90K, infty",Income
01025,AL,258.36,36.6101,count,18-24,Age
01025,AL,258.36,68.8697,count,25-34,Age
01025,AL,258.36,97.6035,count,35-44,Age
01025,AL,258.36,0.002,count,45-54,Age
01025,AL,258.36,55.2748,count,55+,Age
01025,AL,258.36,56.4013,count,College,Education
01025,AL,258.36,113.2191,count,Graduate,Education
01025,AL,258.36,38.6763,count,HS/GED,Education
01025,AL,258.36,50.0634,count,Less HS,Education
01025,AL,258.36,22.9605,count,less_20k,Income
01025,AL,258.36,99.3519,count,20k_40k,Income
01025,AL,258.36,68.6629,count,"40K, 90K",Income
01025,AL,258.36,67.3847,count,"90K, infty",Income
01025,AL,258.36,0.0043,rate,18-24,Age
01025,AL,258.36,0.0082,rate,25-34,Age
01025,AL,258.36,0.0116,rate,35-44,Age
01025,AL,258.36,0,rate,45-54,Age
01025,AL,258.36,0.0066,rate,55+,Age
01025,AL,258.36,0.0067,rate,College,Education
01025,AL,258.36,0.0135,rate,Graduate,Education
01025,AL,258.36,0.0046,rate,HS/GED,Education
01025,AL,258.36,0.0059,rate,Less HS,Education
01025,AL,258.36,0.0027,rate,less_20k,Income
01025,AL,258.36,0.0118,rate,20k_40k,Income
01025,AL,258.36,0.0082,rate,"40K, 90K",Income
01025,AL,258.36,0.008,rate,"90K, infty",Income
01027,AL,185.21,0.1417,percent,18-24,Age
01027,AL,185.21,0.2666,percent,25-34,Age
01027,AL,185.21,0.3778,percent,35-44,Age
01027,AL,185.21,0,percent,45-54,Age
01027,AL,185.21,0.2139,percent,55+,Age
01027,AL,185.21,0.2183,percent,College,Education
01027,AL,185.21,0.4382,percent,Graduate,Education
01027,AL,185.21,0.1497,percent,HS/GED,Education
01027,AL,185.21,0.1938,percent,Less HS,Education
01027,AL,185.21,0.0889,percent,less_20k,Income
01027,AL,185.21,0.3845,percent,20k_40k,Income
01027,AL,185.21,0.2658,percent,"40K, 90K",Income
01027,AL,185.21,0.2608,percent,"90K, infty",Income
01027,AL,185.21,26.2446,count,18-24,Age
01027,AL,185.21,49.3705,count,25-34,Age
01027,AL,185.21,69.9688,count,35-44,Age
01027,AL,185.21,0.0014,count,45-54,Age
01027,AL,185.21,39.6247,count,55+,Age
01027,AL,185.21,40.4323,count,College,Education
01027,AL,185.21,81.1631,count,Graduate,Education
01027,AL,185.21,27.7258,count,HS/GED,Education
01027,AL,185.21,35.8888,count,Less HS,Education
01027,AL,185.21,16.4596,count,less_20k,Income
01027,AL,185.21,71.2222,count,20k_40k,Income
01027,AL,185.21,49.2222,count,"40K, 90K",Income
01027,AL,185.21,48.3059,count,"90K, infty",Income
01027,AL,185.21,0.0048,rate,18-24,Age
01027,AL,185.21,0.009,rate,25-34,Age
01027,AL,185.21,0.0127,rate,35-44,Age
01027,AL,185.21,0,rate,45-54,Age
01027,AL,185.21,0.0072,rate,55+,Age
01027,AL,185.21,0.0073,rate,College,Education
01027,AL,185.21,0.0147,rate,Graduate,Education
01027,AL,185.21,0.005,rate,HS/GED,Education
01027,AL,185.21,0.0065,rate,Less HS,Education
01027,AL,185.21,0.003,rate,less_20k,Income
01027,AL,185.21,0.0129,rate,20k_40k,Income
01027,AL,185.21,0.0089,rate,"40K, 90K",Income
01027,AL,185.21,0.0088,rate,"90K, infty",Income
01029,AL,153.05,0.1417,percent,18-24,Age
