mean,median,2.5%,97.5%
605.8508022294453,587.8669873146257,399.1635795765283,915.0498755906202
2526.227185894347,2472.0073483681,1720.4133734171592,3647.0066238196755
261.9551359687532,245.1166890305538,134.62127560474988,488.0656057843029
301.3355654439817,272.50760352418524,173.5254011179144,601.4652389842013
493.45853185751264,486.1420769857625,357.61730650639817,670.5137279756983
109.06100996263632,94.22958055742617,48.73304502156419,259.27354611224524
219.49288711783987,195.90517117541538,96.35307423562806,482.7352457906082
1104.4353292257222,1070.8041204112492,738.9587505373481,1667.8808844925218
219.5205942637657,205.16477079830764,119.65252445221955,403.96781153684987
249.04409441444108,233.14952591805735,128.5169562389239,459.8071034847214
396.50853867153813,376.34841319231833,265.9607362649691,652.9456869029489
65.0250361523051,63.12856153759731,38.44067435025607,102.48567039881412
266.06488964039755,239.69522994792678,120.58720646000913,565.0987056104333
190.62084586463786,172.14296707980216,85.24548174258425,409.8446720834042
157.6708917727046,134.63921541619135,67.83756767948559,386.19574673905635
502.315945413681,466.6043135085113,252.53150095551686,962.000649031351
501.01972968785725,486.8299568133093,339.4636246036186,749.0712165938502
140.29051286325551,125.41746098426268,61.63414418992197,305.91111923820404
284.4869877171,243.35731816274767,99.31725245902746,710.3877944943299
454.4876141587366,430.20037065238193,235.25267115567317,812.9207235654164
70.32709800557619,67.21911564991856,40.96520839070347,113.7964287657322
744.6655473935582,712.3099522280775,413.68006078412566,1258.866587986177
524.0750627026193,499.1716084590754,281.8145047034575,909.7330939385258
229.06870534107182,219.32304546057892,129.69490735653173,385.21087424532095
676.4943445070011,642.2129896680788,358.4519929164076,1196.0826252224388
1026.9727926513667,996.6561489295088,671.7634243185881,1557.705908931801
319.95759350919934,296.332646237438,163.39185164692253,614.0739300826865
981.9877763517808,963.1337206099219,680.1802046448038,1395.7233801901302
86.61490529256135,83.99208121905222,51.35419666281861,136.78821389753205
232.3542127493483,215.83877577090217,122.30046316136907,441.8070010216938
221.41002312574213,212.60213535220998,147.9947492072249,348.8671498410156
49.610199548085866,48.899408240709135,34.76729563425359,68.45703141695043
189.77139710033399,173.8211852581925,102.43101753653079,370.7288603918658
168.83483016578936,162.51998459422515,110.07490136955475,265.03236128725246
1045.1240573322025,1029.7153606802335,742.3142068006551,1432.7414231433447
392.1771080260274,375.4970119601226,219.85419718359563,660.6414733594864
9146.257112534522,9020.8250585882,6552.964737501181,12441.06304557786
89.14925765165218,81.17557305473748,47.300397263747676,178.72184897578973
957.4091248279882,935.5872478547847,653.855940949655,1387.9088982134513
400.21771263313184,380.32084356819746,244.4511642399818,672.4024979489423
2043.3385334933266,1998.8230073482623,1385.681281506163,2961.978259405809
1210.8814978242367,1179.3105657004883,804.8527288116737,1803.616216474661
64.05895056427957,63.31637341906935,46.27860463961417,86.09588106441512
179.4227408043077,168.3331431740536,112.77589647363796,312.97546498766326
5524.401917878133,5439.445198048954,3849.3061288748463,7699.22308509413
122.66592381543914,115.54221435206179,66.44160861312453,219.84802903514156
172.38225333928582,162.8537900795594,97.82627625204967,296.5054919332882
1107.4856891558454,1054.157461738488,591.3588134955853,1930.7462684000893
4966.747446630786,4890.4325487079,3479.5300314322703,6896.936712565677
182.9161715131846,173.5109898190965,96.88481292060638,323.419536849961
2098.9470356657903,2069.0725001433907,1491.9800124224907,2869.118590700801
1202.274169509238,1180.436530943251,834.9701295117585,1700.072254294985
41.780693462728614,40.41372449625996,24.003397871181303,67.26339169487747
143.5929551649369,136.67935188930184,97.47001495096488,233.04706448560935
