mean,median,2.5%,97.5%
0.027900762083154722,0.02707040165548263,0.018436670774951144,0.042097451848803945
0.028450605533842762,0.027840343176791564,0.01938825793511604,0.04106751217006321
0.025098434379988148,0.02349138304133855,0.01291271484002999,0.046763550216380075
0.031938255000321325,0.028862608514100278,0.01851165069347246,0.06361213741396754
0.021755219641133576,0.021441514384414315,0.01580055048411665,0.029494211329900596
0.024216180490522016,0.020957750705101353,0.011026573155579427,0.05730873725109072
0.032782649182068274,0.02926381878945681,0.01446622344639921,0.07205321700826278
0.025298277213108605,0.024531558206412313,0.016945307127353107,0.03815992339669076
0.016939556403560124,0.01583929995653218,0.00928052125480518,0.031152083778423195
0.025011161656431503,0.02343222681310754,0.01295308127387943,0.04608162745201582
0.023586251853255406,0.022385305883544683,0.015914383262861053,0.03873449578631977
0.01378327633226873,0.013393864137943837,0.008240117970371325,0.021533280437286348
0.03160453049624833,0.02848150417366336,0.014389917491569619,0.06705289652288406
0.03457278204118334,0.031206912867626585,0.015541847185268284,0.07402950918501477
0.027130811687425992,0.023190297458123014,0.011740464434027665,0.06642228778671055
0.02497197396747436,0.02319512324473834,0.01256659768397439,0.04779412861924959
0.02322028900981983,0.022564006304837837,0.01578124362809955,0.034631965837842144
0.031906326905659636,0.028554556825238296,0.014223968948355549,0.06919837325818497
0.06539819383053071,0.05598422522639156,0.02298123233374628,0.16212466245382887
0.032617449620497084,0.030894707626129114,0.016937693074451338,0.058210370040115256
0.014312921959086627,0.013692197289225338,0.008375659989240367,0.02304993260640345
0.022029709182293196,0.021077025859581433,0.01225467134823523,0.037215369579312464
0.02825772012491779,0.026918122278671852,0.015209733090465237,0.04893550781472026
0.01737478684153694,0.01663915484019906,0.009876574992103666,0.029104077519400223
0.025017208950360272,0.023748108072387343,0.013288615313018035,0.044161519593943814
0.031222797008908523,0.030319131005426207,0.020475894980416208,0.047296789796781494
0.022389914010905173,0.020744089674323285,0.011453143558128182,0.04291147756144061
0.02534442572308233,0.024862363940890357,0.017610729642355733,0.0359751515683668
0.013796229199563224,0.013389143980506515,0.008250357238072933,0.021632822502550924
0.019393433352970373,0.018017924920725296,0.010263973854462614,0.03676558882956421
