state,income,mean,median,q025,q975
AK,1,0.04377030303955763,0.04201894427124174,0.021005572797707973,0.0765807053843576
AK,2,0.028386072779281138,0.026790898963534236,0.011913473907256757,0.053730352484413615
AK,3,0.02676332953026039,0.02631571413865845,0.015833246453597676,0.04022696179030494
AK,4,0.023839323219439774,0.023414303930999344,0.012781883587053308,0.03742970415388968
AL,1,0.04275710072507378,0.0422190962410814,0.025738960735800797,0.06282176559978259
AL,2,0.027957356391838804,0.0273211017004209,0.015128252520114295,0.0443209884224907
AL,3,0.0261433273123747,0.02596326410355667,0.01830577626628749,0.03497938033926569
AL,4,0.024335674309103692,0.023915573815479298,0.014910124635845923,0.03609770149630587
AR,1,0.03946237775759911,0.03898809996975455,0.0226659698203124,0.05921330138981116
AR,2,0.02615169643392815,0.025440703681730736,0.012507915901593702,0.04367938655301291
AR,3,0.019301720679939845,0.019079879019002703,0.01209270852023907,0.027756023649549006
AR,4,0.008931754607842131,0.008509253987569559,0.003969203492348374,0.01610015913927133
AZ,1,0.07463945300044518,0.07109408177802283,0.039055049226644205,0.1307627276605286
AZ,2,0.06741316709343378,0.06353384441623575,0.03007912691952373,0.1266048263734128
AZ,3,0.061016983214845284,0.060222458658293634,0.03931186084664965,0.08720576218039851
AZ,4,0.02913550330358408,0.02795560863971709,0.014693458405330725,0.050398376605017364
CA,1,0.08344768095656507,0.08012031028149791,0.046659427334013105,0.13974114716115466
CA,2,0.0705516727882641,0.06633690446736265,0.03352087209911288,0.1311097193322249
CA,3,0.07882963106222401,0.07804739568904859,0.05185154664920671,0.11012838581568375
CA,4,0.05411980884089561,0.05357074258347201,0.033905664792338155,0.0772234565572503
CO,1,0.078941240611528,0.07742008464000182,0.04928248972599295,0.11672808134446466
CO,2,0.05269130218952414,0.05126817575300316,0.030337245429381158,0.08313741363307194
CO,3,0.04856127967764318,0.04826901727400923,0.03598672442829148,0.06265602216007365
CO,4,0.02556528194810445,0.025254721236066036,0.01712620424181678,0.03574339441740515
CT,1,0.04781137132526158,0.04681675472105323,0.02803746442316695,0.07319020149599242
CT,2,0.027879752902864752,0.026924394639547662,0.015285572421201326,0.04578368233769026
CT,3,0.029656355540826393,0.02937070141250394,0.02070812225307678,0.04023179674547738
CT,4,0.020900699307278222,0.0206586782176093,0.01378445474976484,0.029324757553316854
DC,1,4.633836385931809,4.281395208226575,1.760934418387528,9.509326698147957
DC,2,4.547019094856706,4.121667477098084,1.5294814022399184,9.951274338560477
DC,3,5.3432948096236945,5.223887226636231,3.083111315725302,8.290317532533397
DC,4,3.890662419740254,3.719146758723376,1.7158136795202008,7.033119364749067
DE,1,0.04484469901587193,0.04159546084870942,0.020689087112659287,0.08743546439519888
DE,2,0.0697160638150858,0.0635620845527583,0.025013406543700985,0.14848579873752232
DE,3,0.050991948905834764,0.04925892128438669,0.0291546450426909,0.08254400536193147
DE,4,0.0430216235015305,0.0408024068901758,0.021512817077140936,0.07662029704429359
FL,1,0.0791006210831392,0.07799676114022659,0.05102187461297255,0.11353848515512438
FL,2,0.053334114080951164,0.05207330110368313,0.0317353795021921,0.08204365438826106
FL,3,0.057991547433259114,0.057787657858367106,0.04424370683658737,0.0727489356369055
FL,4,0.04395339774733984,0.043544997319556494,0.030038069156706954,0.06011867454690916
GA,1,0.05969882419631391,0.058312521541997966,0.03690040842286299,0.0900886534442766
GA,2,0.046480357031432905,0.0452891489271018,0.026569702173531738,0.07304867496295533
GA,3,0.04146724588639103,0.04127032762343141,0.030900748389213833,0.053134164107314884
GA,4,0.023362041987397924,0.023103612620175802,0.015364274769883925,0.0329109718982192
HI,1,0.2222504796036854,0.21154897263905859,0.10127971265337979,0.4063025154169646
HI,2,0.11862075830139857,0.10927184421151036,0.03416536074390614,0.25158502171020597
HI,3,0.07860965775284781,0.07623723417293313,0.04196115986155439,0.12771570870690604
HI,4,0.060490299860728694,0.05833185287251386,0.029061160559283233,0.10432179862040276
IA,1,0.05063725103943292,0.04938534608787075,0.02657541282388163,0.081768369581136
IA,2,0.0315648076479012,0.03029071323993108,0.01434238078272591,0.05587270208945575
IA,3,0.027339466727479077,0.027115281722604342,0.017501678282743734,0.038354847995862223
IA,4,0.020407295418156546,0.01989053048229317,0.009815299563077754,0.033902724585351755
ID,1,0.09050954922292544,0.08878462391417756,0.04908130739060787,0.14149931682095115
ID,2,0.03962288265889657,0.03824336886395863,0.018776677403360063,0.06844947483198141
ID,3,0.031367278911057776,0.030996584027973922,0.019798275439150238,0.044967977138827206
ID,4,0.024109991167456175,0.023343023538202005,0.011412740079809846,0.04123928462920905
IL,1,0.04623396095555339,0.04462534309309432,0.027166437886957717,0.07468988981576863
IL,2,0.05327871003897921,0.05100180735731758,0.028221083153968086,0.09093691996251235
IL,3,0.05364694335712933,0.052999641570043124,0.03755631906310992,0.07347822280649818
IL,4,0.031078834663576305,0.03036886547694819,0.019418382776988985,0.04659291806503701
IN,1,0.052904664763910314,0.05217785526485594,0.03350686959568873,0.0764057389201437
IN,2,0.0411425184649533,0.040355730677090626,0.024647553360528682,0.062008407186199405
IN,3,0.03926112174714768,0.039127672442663367,0.02993955619922689,0.049302223257736436
IN,4,0.028997517917929674,0.02869080492531246,0.01928503056626246,0.0404272571368569
KS,1,0.04157658588438215,0.04073376293941741,0.023656158405168524,0.06418144013211884
KS,2,0.03141331370010713,0.03054953479480689,0.01660467855747656,0.050908501008693666
KS,3,0.027404622006911947,0.027241419469240434,0.019505322033712667,0.03617327075903129
KS,4,0.020238394481198328,0.019864466326953226,0.012079031895197212,0.030374610664406304
KY,1,0.043611326162153054,0.04309892733613933,0.02846426008844574,0.0617518142129098
KY,2,0.0388123512936963,0.037726933958971684,0.02136422234383182,0.06196514461242812
KY,3,0.03550942032154198,0.035263548404769196,0.02544434426963337,0.04678693988095527
KY,4,0.030893716903681652,0.030163435074457436,0.018974085321366456,0.0464725399223784
LA,1,0.06185353783076361,0.061401116321958465,0.036251413363348375,0.09002265845933329
LA,2,0.02799743897968796,0.026980562763896904,0.01360802421684015,0.048391177100033635
LA,3,0.024453589835839794,0.02407929162434335,0.015131619982423815,0.03578169096864252
LA,4,0.01883997176288358,0.01822520109054592,0.00925464707157154,0.03200292530512856
MA,1,0.06752674240989173,0.06489307401663244,0.03773481802623935,0.11240033104488724
MA,2,0.06942646501661112,0.06656175554370033,0.03698933592788806,0.11822993992424854
MA,3,0.0734706322328869,0.07291978509153252,0.05381951972624586,0.09639197695217777
MA,4,0.04017276318737665,0.039956684557793616,0.02811073977927912,0.053508667840950985
MD,1,0.05764264726897083,0.0543902260748151,0.028879238535409444,0.10447155621116261
MD,2,0.04954257584671088,0.046657729902021536,0.02392060377008685,0.09170450976887305
MD,3,0.048850342862851275,0.04831305372695344,0.033169403938103525,0.06752475918986252
MD,4,0.03658844799041609,0.03643165949742135,0.025321038739668837,0.04889838368631347
ME,1,0.05457272631041105,0.05331309016467364,0.028918511772379484,0.08749459569249515
ME,2,0.034953925736162794,0.03337023583670209,0.015389290993972645,0.0630039050201643
ME,3,0.02549346436639,0.025146186718850695,0.015539184876251616,0.03736766465961983
ME,4,0.015680316230109258,0.015250269843745255,0.007539863646241533,0.026064435405985555
MI,1,0.04303148551479024,0.04227229493211972,0.02697750086807616,0.06329326410758772
MI,2,0.037544665271404765,0.036801594815350086,0.022252358380311314,0.05708677643151795
MI,3,0.03734119836265536,0.037211130742107176,0.028386895948456028,0.04700615206770207
MI,4,0.02763824146079897,0.027394101992488422,0.018715003201118286,0.03801845983457651
MN,1,0.05103739491531942,0.049640531325018486,0.030733019331421738,0.07934712903113603
