state,educ,mean,median,q025,q975
UT,3,0.016918545836067916,0.01661986923696033,0.01128591453839864,0.024251022016724706
UT,4,0.010208950814389408,0.009606855751535007,0.004820657739795963,0.019029825159176953
VA,1,0.023897492433688328,0.023899021939957084,0.019290452179418657,0.028495088883786903
VA,2,0.013689378449672492,0.013333498425647298,0.008328318013531299,0.021089811134035734
VA,3,0.027232108932936407,0.027035188229383205,0.020266811370944274,0.03532562233467567
VA,4,0.01608358434945324,0.014843386677842891,0.007452191339425674,0.03197186125197435
VT,1,0.030862855655605946,0.030411119525978365,0.017937401950698807,0.046407366639078185
VT,2,0.035433996168605326,0.033395600838470915,0.013397209817749632,0.06786478595015033
VT,3,0.022090348803866285,0.02103739598971073,0.010962165397376258,0.03885694884094807
VT,4,0.03244274412588115,0.025600368391092095,0.007368426988031796,0.09563808665391857
WA,1,0.03029565270695885,0.030108903150668928,0.024207821256161537,0.03746668016846678
WA,2,0.02053268228601055,0.020130889085700196,0.013118343608704596,0.030292587285083966
WA,3,0.03741634877006059,0.036904873833405454,0.02657136309630781,0.05109225573279316
WA,4,0.017824240175374817,0.016966288641116975,0.009014599151614407,0.03151650347408402
WI,1,0.021015627237905465,0.020993750723522296,0.017035360669492364,0.025144946831179637
WI,2,0.019146979764107303,0.01860072177791693,0.011596180270637253,0.029615557646983124
WI,3,0.018339955104571135,0.01819004445869089,0.013415971194265174,0.024102004169681723
WI,4,0.011892436007159552,0.01090791428398663,0.005318801435429403,0.024324826152026652
WV,1,0.020285309895117617,0.020115570716413907,0.014082576543747092,0.0273486644851951
WV,2,0.019944139941877326,0.018606341770467293,0.008997271091157414,0.03804057633656316
WV,3,0.015751977442472764,0.015569368742474726,0.010448273885529845,0.022078497069909518
WV,4,0.016336726474483802,0.015015914018747308,0.006436069160802607,0.0337010632390555
WY,1,0.007398721952498577,0.007326133513015434,0.004289837137218216,0.01096501237827333
WY,2,0.004563571380000407,0.004170561231853483,0.0015843840306612204,0.009633689109562471
WY,3,0.005826859942910223,0.005483493485548174,0.0027011204880395775,0.01079526037742153
WY,4,0.0043256898779909835,0.003161938088066228,0.0007969222779522343,0.014601063850221056
