county_index,income,mean,median,q025,q975
1,1,0.06540687158894719,0.06170175199351433,0.02865722613960042,0.12323869407800524
1,2,0.02326630659384553,0.021362607834550677,0.008851207562409735,0.04826648099936574
1,3,0.024370051420011106,0.02334032591157649,0.01274579680976274,0.041951206323000444
1,4,0.019793488440400873,0.018507977640408114,0.008108178118501954,0.038840818770215516
2,1,0.06437466725142953,0.06128961615426226,0.02909660796510067,0.11711366368654985
2,2,0.023030332161456217,0.021204939816983293,0.008782303842801454,0.047647110616051785
2,3,0.024085791924067276,0.023205730107368004,0.012686927983763778,0.040478252708367864
2,4,0.0194380614069706,0.01835831901214409,0.008281120546353653,0.03665577012395732
3,1,0.011581906947728463,0.008502677172738116,0.0015269537881621392,0.039463349803714486
3,2,0.04349084583912891,0.03754303431392167,0.007673788730889226,0.1133017791833358
3,3,0.02892477223897504,0.025517263274292802,0.007441327803712336,0.0703370755270323
3,4,0.0331857713090338,0.02579091267319839,0.003421272200367448,0.10324768928341488
4,1,0.041548488694294554,0.0359000065729203,0.011557263219520646,0.10484035664596388
4,2,0.037402701478936776,0.0321239817560258,0.010233374926318898,0.09591328147059487
4,3,0.04075614455051876,0.036732891884750755,0.017910444747274875,0.0876502775605473
4,4,0.03926312193513073,0.03485037315631628,0.014802737807869898,0.09049025818723777
5,1,0.023791689706083002,0.021472300087906578,0.0071717914400753705,0.053366442658470056
5,2,0.02122228004504061,0.019187808322392613,0.0065595948426580165,0.047229012965165955
5,3,0.02290462631039473,0.022292300645910028,0.012496723510890453,0.0367593212558457
5,4,0.0219297797531555,0.021041753144663354,0.010424696657075546,0.03844666860965459
6,1,0.01327687032757995,0.009500344064045724,0.0016693911281922677,0.046632904428575074
6,2,0.05082515219684767,0.041120375921281906,0.008394874374349907,0.1524186056880309
6,3,0.03399823265651779,0.02802350918147552,0.007730514339785116,0.0965762978176824
6,4,0.04051083672105469,0.02826097659366196,0.003509059580137158,0.14783973784161658
7,1,0.011952642193845803,0.00838774062942774,0.0013966427603581042,0.043904761646781185
7,2,0.04421647752495352,0.036669467714723084,0.0072945478276221255,0.12553900133935933
7,3,0.029733225049518964,0.02495574100871103,0.006750550181040091,0.08073437628493192
7,4,0.03393046112215768,0.025357361984487042,0.003240115146192168,0.11324149941998912
8,1,0.05158851414811661,0.049430115151744475,0.025411331044635162,0.0903886237928202
8,2,0.018643990771975524,0.01716054997252462,0.007102202094327302,0.03884807441845143
8,3,0.019620523860661866,0.018724566634345005,0.009965888176220697,0.03448572886976623
8,4,0.01607037564485056,0.014784790133886644,0.0061409477149493965,0.03329110756727689
9,1,0.006476362112626233,0.004730715254741424,0.0008546900155584234,0.02229710288936972
9,2,0.02427931056448492,0.02097110826988168,0.004265498524937305,0.0629239245002982
9,3,0.016036457232951613,0.014246647595107161,0.004241020364125723,0.038121896378280944
9,4,0.018324029617879333,0.014439181696927032,0.0019684024501923124,0.055717164593106536
10,1,0.009425348166702263,0.006806521908938006,0.0012071550152230085,0.033232394853495446
10,2,0.03544374755435214,0.03008240706405422,0.005919561885857977,0.09546273658524691
10,3,0.022952060626605705,0.02053999280597981,0.0061220662481609785,0.05374986319319394
10,4,0.02641545418009164,0.020647470414178616,0.002833433548318374,0.0815461063118811
