income,county_index,mean,median,q025,q975
1,1,150.38429822774185,141.86080382519202,64.68145455482585,285.863759905825
1,2,671.5581358543094,638.5401977889471,302.183295594773,1223.0948635029538
1,3,24.619092536718174,18.004684139469525,3.2135224520934775,84.12793860322579
1,4,68.2901990587262,58.872310485032216,18.5894433161764,173.6435910582982
1,5,81.12396616145934,73.1380174503952,24.21093235235672,182.70656576310068
1,6,14.5609193535058,10.36287636875824,1.7719232528179896,51.32722069739635
1,7,18.044856333231262,12.640640268919995,2.0786638199725123,66.40919892651192
1,8,428.24183284627907,410.8129389102817,210.23422045088338,750.7463182633124
1,9,17.531773613366763,12.771117054009782,2.2725137490858103,60.546275689761586
1,10,17.269962513670638,12.42392817769284,2.187876464585311,61.35041174030493
1,11,60.86390807025669,53.44724858147279,17.05298609731447,146.945158288551
1,12,5.473465282987058,4.071322689205832,0.7308290814313664,18.29204140463284
1,13,22.339037562296227,15.666893175082656,2.632659628786187,81.98942317441283
1,14,13.540993594090494,9.443851604899573,1.5436307229459363,50.182037408122994
1,15,9.847483716731334,6.555279657427112,1.054445137009684,38.17912081986988
1,16,33.379903812342405,23.663200684729134,4.0320424417120275,120.3710319315144
1,17,179.0293755465484,171.48035831992587,85.74052083878875,315.97819753118915
1,18,12.95433864030959,9.12180634277987,1.5452002826210443,46.771875759389914
1,19,14.171817459564442,9.145674488737814,1.3520811619928208,57.412567652665565
1,20,37.72927836141458,27.683859956799964,4.907081828791246,129.5311224143533
1,21,6.5547108965716525,4.879876255552057,0.895267810549872,21.79359485301168
1,22,41.94022096041201,30.217679350568837,5.3683410896819,147.67281115705393
1,23,37.95243080076319,27.714048206008272,4.964350782207245,131.27700589778962
1,24,26.998027512168008,20.62817411612183,3.784336382846833,86.82300237536303
1,25,50.386194583890905,36.80111360902112,6.607362087560987,174.01651384085727
1,26,260.93953477297396,246.02029107485978,112.33441307993164,494.77532523187415
1,27,29.759077404319093,21.76956276360452,3.879155713526077,102.08374847582229
1,28,373.2109273770567,360.6509981634284,186.01534222566067,632.8912806138828
1,29,7.63107600779947,5.721415313870189,1.0538709415679735,25.29036508101807
1,30,15.598844609301658,11.146792709384911,1.9498766586693694,55.43942325499142
1,31,76.58324359738005,72.53011960455089,35.504706816849584,140.55494395481549
1,32,26.017726925324617,25.468828595188256,13.896154736699215,41.18638539268501
1,33,99.05460829897417,90.32103453528333,44.4028941895327,205.3293411995933
1,34,71.06354645347079,67.77578644821595,34.44109824285802,127.20076963090281
1,35,387.52990871500015,375.7320769256112,195.35553824285518,643.8163174926292
1,36,26.90354042496975,19.695606755621093,3.577638849146286,92.51714688862353
1,37,1461.5087914786577,1318.2410183981478,438.8130771904341,3303.2416088339396
1,38,7.3234407334612355,5.240852768673786,0.9275124926212478,25.709997364205517
1,39,332.2440144364319,319.2250467575926,160.0396605991092,579.8054461508141
1,40,132.68113209976593,124.11728833632493,57.662492495557565,257.1620114052386
1,41,842.0831719139919,812.9969843537169,423.0388692730521,1424.554807623319
1,42,292.17392990371843,276.07519343743434,125.81002910840586,550.3339814734053
1,43,36.425937680470355,35.859720918519656,21.165460247153433,54.92816694328601
1,44,87.60077066478723,82.16900478017949,43.444610765918085,164.82720887617762
1,45,1443.2645087761548,1379.3433372037161,655.6806554668456,2585.5397934384087
1,46,14.032998734733646,10.527122698657404,1.9130429705799388,46.39780263386066
1,47,13.99637853402348,10.28268459059234,1.8793143338519929,47.364642586688795
1,48,65.69462733269104,47.36728423587164,8.271403068063574,232.52025149660932
1,49,1751.4273596891383,1693.4926475754535,867.6202381022773,2960.074625777758
1,50,17.294773941397697,12.717865405405124,2.2575241232212817,58.85361654012632
1,51,791.2514006542763,768.0945082096673,401.39378825631206,1316.0495023692583
1,52,355.2121697033181,340.36495083303254,167.08194854620643,626.1140555345918
1,53,4.3843151711904165,3.270689830411047,0.559304235582898,14.630498047962543
1,54,58.94203740296779,55.76322169378112,28.961207888437364,106.43346351057662
1,55,27.91630415412367,20.422187825963142,3.609833021726773,96.24561067901676
1,56,24.392617664306993,17.32681498752441,2.9255504772599354,88.04088629536786
1,57,317.7538341157507,292.88661479904255,139.37637829165146,642.7583255043794
1,58,103.63182932579551,89.88266196656457,27.477783178364845,258.74925316903744
1,59,203.39778161123886,177.83436757851132,55.42699734709278,500.7018602312002
1,60,6.034337692045875,4.527541747767031,0.8260783035994302,20.096865128211316
1,61,63.428231065262175,46.51022139507103,8.340817222131507,219.03006379215438
1,62,27.972277439331844,20.13567214198222,3.532791363941475,98.38293972285383
1,63,1123.0948097488993,1082.2362807376821,542.4192261405676,1942.5763207499222
1,64,148.8089727763427,134.69712057382029,44.8019052576782,333.2459989382272
1,65,14.963871709406677,10.500467994572347,1.6884554511065097,54.209629899954
1,66,11.4341935456444,8.070748144483616,1.4052892452582784,41.022081429304684
1,67,23.899951015851904,16.66523983289469,2.7628449781740763,87.44016966518456
1,68,1.8621276211924014,1.237438151163436,0.19158133150063197,7.319556943999927
1,69,0.8030798457316651,0.5078470161005095,0.0683090923684969,3.2923540745982893
1,70,760.9679935769019,716.5304115347456,317.9034264832196,1452.003566691444
1,71,5.7935148722122225,4.171817632334984,0.7130887473518251,20.41652975127675
1,72,0.28252319320938457,0.14574973833070687,0.015178536325887497,1.3001067906824186
1,73,1.1752954688715451,0.7384078074122032,0.09952050039187879,4.905924725259081
1,74,0.8910922268366895,0.587276329116126,0.09234851782360938,3.4216051027062817
1,75,1.2479882716651647,0.6827550668342839,0.07539333822872127,5.778886295587041
