countyID,mean,median,2.50%,97.50%
141,176.9589218,163.0381365,113.1809926,331.8129144
142,823.2291678,766.5404311,412.622428,1564.209964
143,89.58141717,86.73005129,63.86497701,127.2342843
144,422.5057317,399.1001324,264.0823105,720.8669885
145,194.8137821,182.2296322,117.0920917,345.1973337
146,178.5536014,173.3150799,120.6690757,267.4931039
147,690.0532534,669.5925695,469.8169082,1033.510449
148,291.7133521,275.0487477,181.4043454,500.6152331
149,49.59082191,47.5951929,34.87474833,70.7706219
150,154.9874729,150.5377164,106.3853291,229.6953054
151,78.62265129,77.69718093,57.45691268,104.8983587
152,197.8744128,179.8423974,121.9325066,387.8341207
153,63.756824,61.13403685,37.12826477,102.9253964
154,266.9827785,250.3956952,160.5816096,470.4566185
155,515.6014542,494.3756088,291.4138904,860.5558392
156,192.7641478,176.5558809,91.83097937,390.7195236
157,167.7595948,157.7261274,110.2592067,289.2282846
158,413.8695872,393.9075015,223.3408201,722.2158282
159,561.048292,516.9935289,310.0721509,1073.121117
160,47.47542866,46.91377533,34.38787055,63.66783539
161,77.63694847,71.97798014,51.80695697,138.0647142
162,59.72039586,59.03550197,43.06460481,80.2363225
163,78.75444886,69.4734749,47.07396863,170.5760507
164,234.376848,223.3962197,150.7307617,384.1033291
165,91.08910628,80.05343173,42.73496686,206.1889771
166,221.7827938,201.1844011,116.1751383,449.7511103
167,115.6437601,108.1796887,71.13664127,204.5226903
168,129.6775009,125.4353299,75.9939841,207.2310011
169,172.1041227,166.4624289,118.8886492,259.6380015
170,1077.411769,1027.460872,615.0148681,1825.943377
171,61.54956611,60.88543155,45.12425553,81.93163857
172,4716.274619,4558.951016,2738.062274,7570.721837
173,197.7839603,187.6478384,126.5896432,329.9297632
174,267.8106645,252.9689161,173.2699356,451.8671492
175,1264.157858,1213.309055,705.5180265,2104.362563
176,140.7820933,120.8707023,71.22794675,330.93132
177,89.02030165,78.04124944,51.58395783,195.6061261
178,1470.045429,1411.581898,815.9876582,2460.080541
179,182.3053091,172.8143642,111.5387361,309.1069801
180,140.2879758,134.5393785,98.55811075,214.8207272
181,196.1076428,173.7344988,99.74788241,424.620743
182,514.6691585,487.1633105,305.2908509,882.2358996
183,160.1940578,152.6422739,105.3804072,260.5514392
184,2844.873936,2744.903419,1623.421057,4625.803585
185,930.6658757,898.1551448,594.7835073,1449.461472
186,62.24505116,54.29953078,36.84985371,139.4664842
187,411.5845315,376.4311471,203.3028753,824.5111107
188,24893.04624,24623.73657,18198.88273,33101.44739
189,13.07462351,12.88081515,8.659157156,18.59119713
190,798.301908,763.6954632,483.7985854,1312.904286
191,2607.02377,2517.005261,1490.643339,4249.160772
192,1039.365315,988.4297984,588.5800586,1793.67719
193,225.4155907,184.6126127,126.9416208,582.3392792
194,16950.04131,16756.8074,12243.08851,22780.78405
195,544.0732485,506.4043285,298.6736346,1005.449127
196,2813.451779,2763.806175,1935.337128,3972.778657
197,9523.84323,9413.903993,6926.573432,12734.12732
198,508.8992997,483.4224419,296.0238674,870.3235259
199,3004.601014,2924.844532,1912.864348,4566.89466
200,1522.284203,1468.633445,871.5653298,2489.996774
201,286.5393207,265.0699675,162.7539262,537.8645247
202,8126.606669,7866.432374,4768.181965,12930.98642
203,1285.049807,1240.425265,743.6546113,2074.823779
204,1137.711212,1083.967015,681.1672056,1898.606173
205,754.5494597,715.6211937,444.6998405,1292.498391
206,134280.3097,132844.8642,98523.51822,177983.0447
207,1434.71999,1411.575303,1005.221505,1996.46474
208,5575.710369,5488.943305,3873.336992,7760.266074
209,293.452026,272.7837889,165.0741154,543.6979281
210,1392.072812,1354.646443,910.2172726,2090.869428
211,2684.415417,2592.551042,1547.02965,4335.968743
212,95.79097465,83.16293476,55.20363222,217.2942633
213,196.0276978,169.3504854,102.9306589,450.930926
214,4373.965355,4226.811191,2540.810032,7003.112312
215,1752.909857,1691.781982,1006.580654,2841.15956
216,1609.336333,1565.166405,1057.719979,2418.71362
217,36019.56957,35625.40871,26362.64623,47786.90554
218,4743.24399,4685.579187,3397.280771,6437.657279
219,215.1034469,197.1654488,134.6310371,410.5091415
220,34653.72168,34267.2947,25401.3521,46044.5344
221,21373.29916,21133.7145,15630.1584,28443.24148
222,695.6100946,679.0252308,468.907922,1015.161701
223,24574.33852,24300.67967,17841.05974,32785.42376
224,48082.81492,47539.16858,35239.65094,63864.95877
225,26071.91317,25771.83927,19020.83076,34752.73795
226,7304.744937,7074.671478,4290.605407,11581.23161
227,3222.254277,3107.934527,1839.144042,5255.747318
228,12503.83329,12356.04933,8981.32023,16833.51138
229,4645.480159,4500.116516,2730.006872,7357.288497
230,22125.62038,21889.04554,16217.55942,29367.59483
231,4218.136293,4077.737874,2440.294081,6771.775333
232,2076.659894,2007.380153,1202.543832,3328.939727
233,46.20566719,35.83489798,19.92255629,137.9331174
234,734.5198866,714.79745,476.4103723,1106.875799
235,4705.930989,4552.676716,2761.611084,7481.573645
236,9183.440072,8899.069253,5372.923826,14581.17867
237,4808.251753,4657.845208,2839.264889,7597.139098
238,897.5312784,861.2747766,502.1598493,1498.127949
239,790.6240486,761.0777461,512.015911,1238.35652
240,260.6637239,240.1164189,145.6276776,496.6295426
241,3504.722549,3394.41664,2067.001949,5561.802616
242,1479.720302,1388.49993,794.92175,2694.418809
243,7676.580752,7440.549419,4543.721222,12091.70398
