state,educ,mean,median,q025,q975
MI,2,0.014395353245752932,0.014187623303811951,0.010063134123997019,0.019884650077358818
MI,3,0.018632568144901718,0.018515179526138473,0.01413695249198207,0.02383815113881097
MI,4,0.019807458396215633,0.01926557597839655,0.012071593120695974,0.030591964713223098
MN,1,0.011743787781077722,0.010184499374782378,0.004485847851041975,0.028042590574634315
MN,2,0.015048610585727651,0.014748749272074365,0.01005370174199828,0.021720362623341077
MN,3,0.01864810388368828,0.01856422495376924,0.014258392587159986,0.023551696289318767
MN,4,0.024392130694500753,0.023801652496423954,0.014868734614496705,0.03722121477484197
MO,1,0.01432726527621594,0.012300826928854064,0.004967041745882506,0.03466332442562857
MO,2,0.01563478993846207,0.015338480723146631,0.010550196170631281,0.02238106475452698
MO,3,0.020137490889814345,0.019981768496918382,0.014895605382621848,0.026261836062889593
MO,4,0.022271313167722146,0.021473873327741585,0.013123972986247042,0.03597937742107628
MS,1,0.014097657657163204,0.011617513851048701,0.0036037916269627303,0.037464681855459925
MS,2,0.011794167546617986,0.011210766130192088,0.006035348533136973,0.0208304563475822
MS,3,0.01661755819529615,0.016323655606271782,0.009604844941883085,0.025206855157946042
MS,4,0.02279423430931093,0.020440798412706532,0.008252315456740027,0.05008541547258962
MT,1,0.015464223685458241,0.011715378499826042,0.0032637222294484764,0.049127215308996296
MT,2,0.011565597605372934,0.010943782644442155,0.005432619819714328,0.021147664545565256
MT,3,0.01644486791960247,0.016220734281763446,0.00955348817356936,0.02465312227098482
MT,4,0.021461938618851546,0.019576389308229393,0.007985032728402685,0.045166175741491135
NC,1,0.01222593506968803,0.01081892160255396,0.004673588233195847,0.027377227269072848
NC,2,0.013722827993763754,0.013375333122619761,0.008831462085824665,0.0205771136083555
NC,3,0.018351223208844802,0.01815344918756353,0.013127979919429074,0.024748916802022996
NC,4,0.021379519790659406,0.02069212940266468,0.012735026675954794,0.033851668830124075
ND,1,0.014410565633051615,0.011679455145417905,0.0036419100287225755,0.040704485972244575
ND,2,0.012700318435682667,0.01215542519544643,0.006235259122132541,0.02225997524901484
ND,3,0.020035253270198863,0.019556316543775272,0.012146460324997967,0.03068934408741976
ND,4,0.022418123651980086,0.020929828853440857,0.009333354120508819,0.04376889857901071
NE,1,0.013683752862473728,0.011658624307967493,0.003942614826504371,0.03492002165887854
NE,2,0.011967022954208647,0.011476385428212173,0.005959660106880298,0.020764511654876926
NE,3,0.01765675921880993,0.01734427398995591,0.01082917990826556,0.0262817011603647
