county_index,age,mean,median,q025,q975
1481,5,0.03034853033029554,0.02571987806795155,0.00784695793382391,0.08224659467595437
1482,1,0.06784032424353881,0.03614152319177761,0.0035771057395072273,0.32640708575872535
1482,2,0.10345968085166876,0.06844210674286445,0.009603504467985894,0.41477942945121504
1482,3,0.1352250089131747,0.09308384396631926,0.019751336023795515,0.5047054086332496
1482,4,4.307403952810368e-06,1.9117342256262485e-06,1.8173946452926883e-07,2.3033688176316006e-05
1482,5,0.07550538044856167,0.05286432879317064,0.011755586119678012,0.2786988552131375
1483,1,0.03889591253425299,0.024762817899763697,0.0028584642984592077,0.15738230831511246
1483,2,0.06271673019713095,0.04742268500523853,0.007142077211282991,0.2048158527204266
1483,3,0.07720395035525375,0.06520364923771077,0.01731254927418952,0.20782210917503618
1483,4,2.4485629269913772e-06,1.304038908869768e-06,1.456378912646595e-07,1.187930269910962e-05
1483,5,0.04237175481773642,0.03698097970081156,0.011219485575588554,0.10625275712591341
1484,1,0.021264136101195135,0.013419733991799571,0.001615566267722552,0.08572020329003205
1484,2,0.03314072189567499,0.026064297389080567,0.004221740104853421,0.09807568376910973
1484,3,0.04129353014613381,0.03597788744873028,0.010089038487800833,0.10095470338484161
1484,4,1.3044166282350403e-06,7.082272766147828e-07,8.334467349449643e-08,6.2344374355767595e-06
1484,5,0.022466379609164158,0.020472969022281122,0.006683619789402882,0.049535998414701465
1485,1,0.03505580210982346,0.030405293209226695,0.009856561287173642,0.08762527883739935
1485,2,0.03701605929935449,0.03382343093015596,0.015471752674181681,0.07702907858700826
1485,3,0.023473565112609764,0.02136267956292287,0.009471877987583074,0.04978224661824089
1485,4,0.026505842834024292,0.023765179187594295,0.009506787141070673,0.05958092243184595
1485,5,0.020143604372842468,0.01818048126125739,0.007798773839161901,0.04396611940740581
1486,1,0.025517312430240534,0.020363951961489622,0.002833382438423269,0.07503672043223296
1486,2,0.04782583082661074,0.03751853218228164,0.005663821196695526,0.14460215788162986
1486,3,0.05994810087815581,0.05187546452921826,0.013116885626037335,0.15179192586827747
1486,4,1.8670991188925822e-06,1.022091506624864e-06,1.1677721376300914e-07,8.829847423028068e-06
1486,5,0.033029490827632874,0.029759739747526937,0.008168264871096545,0.07637373309763597
1487,1,0.025335050114144556,0.022399940025549105,0.007527851791799173,0.05973685661901376
1487,2,0.026840838312243254,0.025076725416208128,0.011858377117682058,0.05183938507590069
1487,3,0.017044004484563367,0.015797087437001204,0.007190909777779054,0.03406767431375786
1487,4,0.01906077680509783,0.01757589281470245,0.007559967724618493,0.0392254337562828
1487,5,0.014314604324404408,0.013457721470041433,0.006559666826573814,0.026926482499932732
1488,1,0.04435899076782749,0.026109597485498966,0.002866518809823845,0.19444767041881664
1488,2,0.06914525408620929,0.05042178213252399,0.007298930456053223,0.24179054806325714
1488,3,0.08579931470170339,0.06890974907450759,0.01724811339460631,0.2560899657659448
1488,4,2.697119008446752e-06,1.3800646215901618e-06,1.5113178287569806e-07,1.330197896824417e-05
1488,5,0.0457234146278916,0.038786191811641446,0.012232280893794713,0.12163021867742399
1489,1,0.02231609348671653,0.014889101954072902,0.0018273222594590716,0.0852583842345894
1489,2,0.03578443644228146,0.02868584939984068,0.004607159123458854,0.10486973825616291
1489,3,0.044349374130223704,0.039661638402373287,0.011313728110627145,0.1037343663484461
1489,4,1.403594295955233e-06,7.800682430117929e-07,9.283304244488283e-08,6.563127308917312e-06
1489,5,0.024276774799074124,0.02262834793199915,0.007438980341575457,0.050817973292502754
1490,1,0.056887405147622756,0.036228959800562066,0.004202657298331391,0.22932087710350774
1490,2,0.08981464462670237,0.07025422840210843,0.010654989646732243,0.27925328054511517
1490,3,0.11329834525512797,0.09626372431493466,0.02468369270515752,0.30105364850286614
1490,4,3.5510520692765786e-06,1.9062231085503624e-06,2.1589770519559905e-07,1.697363997174409e-05
1490,5,0.06081364532921411,0.05471319024508761,0.016946027948538316,0.13979196357515838
1491,1,0.02418170070706757,0.015904675243356134,0.0019207043729288899,0.09428827663066221
1491,2,0.03872057573290648,0.03064624127352958,0.004842633209554521,0.11611059609539622
1491,3,0.04810023484268364,0.042249976493429986,0.011772986634164552,0.11773242570226264
1491,4,1.5137938898423914e-06,8.310114262537313e-07,9.864952758800866e-08,7.129241081257861e-06
1491,5,0.02603226039789868,0.024050971744330255,0.008009846250439406,0.055735673720569374
