educ,mean,median,q025,q975,state
1,5078.870792541533,4356.516093394759,1757.893057805382,12330.311228593524,MO
2,19908.33689744813,19527.07764051391,13412.578068424178,28477.78925163591,MO
3,41406.67117493517,41110.0906879422,30672.920239696497,53908.05365924633,MO
4,11523.784943664934,11103.101441082395,6777.641828226024,18658.68404330227,MO
1,3711.394983097742,3060.1499939218975,943.2561257122754,9888.39821918321,MS
2,6906.989992587905,6552.73394972684,3539.8924634195464,12205.366649369143,MS
3,15416.418127089475,15147.363453851165,8943.941956730545,23370.781162465068,MS
4,4212.96320185503,3783.9955378041795,1509.279390134523,9270.381715344225,MS
1,647.4563812702538,489.45570804367134,136.25966293957956,2070.6621408620617,MT
2,2464.8242845934274,2333.743186603152,1156.7894171389555,4504.008352636767,MT
3,6933.079757101842,6841.892894658008,4026.680811871669,10384.96268594269,MT
4,1922.8584014873231,1752.9949182975029,708.0119812588376,4054.2113895719367,MT
1,9084.289248088597,8039.233308688603,3454.6183388971413,20432.166357429047,NC
2,24703.492558887345,24111.391332818384,15862.935324754399,36903.706282819905,NC
3,68774.91785737444,68035.98362196649,49191.45626172191,92419.031796345,NC
4,19922.7959251932,19256.616677611164,11842.983602672646,31715.813970148407,NC
1,453.4061609102458,367.06872174122725,114.41416259394892,1290.7455296278617,ND
2,1647.819237127442,1576.7275234168487,809.1569704410882,2890.010601724066,ND
3,5931.402623213296,5789.410065014589,3594.790126304453,9083.835149468547,ND
4,1091.1653031996266,1017.89016916222,450.37202256147594,2140.6173751057595,ND
1,1397.1807747613273,1186.850370271071,400.3260417088067,3574.413854754852,NE
2,3847.6750016579454,3692.7194872963137,1921.3049778486431,6664.223531901383,NE
3,12453.61016485919,12235.595597590427,7624.572673068392,18493.461217640008,NE
4,2945.4149073338704,2764.607533888238,1254.0445985783185,5648.687298318035,NE
1,1061.3871817904092,858.0977200209943,307.24146346812415,3020.2986672995994,NH
2,4529.144639824153,4358.523141367153,2648.2948717940635,7355.127077147383,NH
3,11924.615634730344,11790.804606593956,7858.515098172239,16811.41714475804,NH
4,4443.237083340999,4202.622893289765,1931.6360940744523,8217.365168587487,NH
1,5260.18131190008,4574.488975860057,1980.6342662981217,12573.132724962048,NJ
2,27325.397943669108,26805.095798829723,18164.755851425874,39489.536375169504,NJ
3,62050.05558660104,61401.97796976511,44794.5306088121,83051.04026521655,NJ
4,18221.45794262851,17508.323547464854,10442.597418161857,29957.963783164058,NJ
1,2671.2418069237747,2379.0928703588556,850.6661033316035,6040.585053690333,NM
2,5481.128655558838,5276.326190427089,2840.477638488944,9300.920367767158,NM
3,16046.632120787455,15681.167126862369,9614.04193598095,24525.401483162914,NM
4,4635.992418475514,4409.641508869543,2105.132233732138,8439.635993235075,NM
1,2582.185300234301,2417.976550597027,1141.180806881403,4975.3758671751975,NV
2,10797.60495652637,10587.264429549585,6850.965705185924,15943.168961409803,NV
3,21250.478242332065,21020.620827467363,15043.478546734155,28725.894668105244,NV
4,5384.783959109371,5222.483662358046,3088.0416791244124,8614.939745888283,NV
1,17502.6938486819,16536.34047782811,8293.57410246202,32287.499668638273,NY
2,64583.18975503465,63661.90974535256,45124.5423111482,88998.85026185213,NY
3,139891.63018592546,138825.38737553806,105588.32122051358,179683.5142225109,NY
4,65151.8232401861,64058.664128988334,42245.47729915283,93886.87038752959,NY
1,8288.950370343411,7403.6611285604995,3404.0571939539377,18166.04882675782,OH
2,39730.62798791127,39194.01725688462,27685.09184602104,54851.03925417568,OH
3,73826.2840342501,73230.4570459087,55047.681276043586,95792.71689509103,OH
4,21428.590286923827,20848.88381538401,13241.536319096746,32963.61223450912,OH
1,3942.708761186164,3308.4953717864546,1246.2739119698754,10062.35304965985,OK
2,12625.783863200622,12272.277149276488,8013.436982864202,19157.807283490583,OK
3,24270.532165638506,24014.57776114233,16769.046710438874,33123.333710718136,OK
4,7181.01352190971,6783.279858864964,3737.511473017882,12853.39729064236,OK
1,3617.7902630205244,3217.1776943014793,1450.5290344302439,8028.6481798701325,OR
2,12058.980457434922,11832.178283409441,8137.976715361689,17295.623993874255,OR
3,38775.02255139799,38551.08157281567,29610.204744004448,49281.45347710879,OR
4,11180.62571673709,10910.255937124537,6967.1290118686975,16883.02104730387,OR
1,8378.009869403977,7694.036443415274,3716.6415969723193,16910.981027795064,PA
2,45417.70534688995,44879.12844003424,32320.703188044266,61493.09594068755,PA
3,80175.309002613,79506.49048438689,60353.54390115376,103696.97289907577,PA
4,25526.595592422,25013.536565735085,16337.916520857254,37546.42875746489,PA
1,674.8768924641469,617.7160328136061,262.6430712417207,1408.2512884244209,RI
2,3926.481405050872,3859.6557079680233,2593.1054554638526,5633.245463564942,RI
3,7571.742472589427,7499.551182165973,5476.2959851807245,10092.550586583462,RI
4,2497.5378110328443,2432.541410915187,1453.8774202831637,3907.5316506294157,RI
1,4267.2585834363035,3888.475558920762,1559.5900310119512,9059.88678156996,SC
2,12408.317516674852,12024.944511153299,7142.810195300039,19908.638431496176,SC
3,32221.473403864613,31475.712661841622,20545.69567981677,48204.37188346,SC
4,7178.393177844628,6841.148223774327,3507.1563865993244,12764.66256730274,SC
1,569.3579644763104,442.961021695524,125.05098512496554,1722.037014753915,SD
2,1819.1754442036265,1721.8280604512852,844.7097102858786,3322.0679097232796,SD
3,4804.176638959557,4738.382303392387,2760.44305676628,7234.808832057563,SD
4,1204.8110515188655,1085.1429029090427,417.4228392776288,2629.041183086598,SD
1,6424.4571317506325,5622.969935337595,2391.825799695509,14725.13947194964,TN
2,21248.620489798832,20854.987305557464,14226.743033492585,30486.196377514672,TN
3,41091.77431947909,40692.74591834059,29939.995803615988,54389.26214633531,TN
4,11840.18860624891,11425.79071536331,7135.0589168626875,18886.91209024226,TN
1,25573.341317043105,24403.21834942744,12652.825903502599,44953.388675917195,TX
2,72876.82558317053,71908.86360807602,50938.4942617956,100275.48309327968,TX
3,173364.0241694269,172230.92384406307,133080.92628625006,219801.6606862862,TX
4,51202.82169282737,50055.73720966435,31716.583343397233,76994.40383226416,TX
1,1310.0262386591203,1200.6893353856553,560.4088348674461,2694.968042522634,UT
2,6415.756137777611,6302.922616751275,4176.539198199792,9310.230253676586,UT
3,19583.046987090704,19360.76258072868,14225.698106532056,26163.630708217213,UT
4,5374.968487431973,5251.833270182934,3205.7119433799453,8232.721236865986,UT
1,6620.674922447034,5965.075277989499,2411.887191150474,14405.966347600799,VA
2,23843.02892188393,23431.65473676419,16051.116843424908,33925.570067153734,VA
3,66077.76293598085,65506.578795621885,48343.17025038495,87152.27592507703,VA
4,21115.31982750594,20408.463236920503,11987.167128061586,34209.56107307727,VA
