income,mean,median,q025,q975,state
4,38561.56240453336,38041.196052746265,24768.381968771133,55362.94550890976,MD
1,3741.511861967256,3540.9466600032247,1690.846345514456,6952.386458897282,ME
2,4444.524690422965,4139.165770376814,1621.8678191847225,8870.649875201043,ME
3,8590.169929944317,8381.427343222387,4543.216850297063,13835.422937738655,ME
4,7266.3181089162135,6932.775868965573,3131.3461079618237,13155.389053141233,ME
1,17483.504772647513,17013.975541210333,10362.018174800112,27283.08079826571,MI
2,18933.614762175053,18364.714914971257,10269.771627235672,30636.687406230227,MI
3,44699.77509024187,44298.94731144201,31822.944770157035,59727.63796014304,MI
4,36388.900198352436,35838.96009711429,23707.885828620252,51941.79049620943,MI
1,6541.7513442821255,6344.207465355048,3806.221601255776,10380.23537519748,MN
2,9325.422523200617,8928.024986802544,4659.8656871403455,16197.020957024006,MN
3,26275.322219220303,26021.018480420018,18138.062274686938,35806.202523658074,MN
4,28340.455454846167,28018.289515083794,18976.976269692477,39388.06802913114,MN
1,10480.82946638246,10191.330574412626,6238.890269934518,16360.81202846837,MO
2,14140.185284806392,13627.774808251395,7212.879088797883,23834.661790485738,MO
3,30228.104639562625,29903.870286786612,21013.574584465492,41177.502224738426,MO
4,23068.544417838293,22538.495350402583,14406.12235325183,34542.584119868996,MO
1,5433.30797767067,5177.395376103665,2746.608126613367,9602.04984699341,MS
2,7249.454433672909,6803.68620867713,2698.4184819124175,14143.932303774205,MS
3,10569.74779244943,10256.979663448614,5642.916840437058,17169.801142110835,MS
4,6995.256100837141,6393.784508984871,2838.8820276603515,14144.841344195358,MS
1,1753.3721283398897,1660.7657695732114,797.8408505108466,3237.6254010235807,MT
2,2433.6021953887384,2251.797462519624,849.8862444100746,4970.689501676854,MT
3,4451.59492484416,4328.6651205732815,2302.698779924637,7253.846646157332,MT
4,3329.6495758800584,3125.832417213368,1300.0425834379503,6397.581633230453,MT
1,20823.662677727305,20066.93263742473,11430.231608522174,34637.65840354856,NC
2,21283.697462642678,20494.185433374783,10758.182528966896,36050.801709832,NC
3,45230.96843507112,44572.392806462216,30561.96954423081,63428.72939765295,NC
4,35147.167014102495,34264.306791209325,21641.364913047837,53227.63382701057,NC
1,1684.5958182439938,1583.2236866920125,733.5470600702719,3240.44999240571,ND
2,1435.7322410436486,1346.9891597620885,566.0122071658295,2805.9980384186006,ND
3,3240.5863682983463,3142.564898512367,1718.9436429935647,5331.596584642737,ND
4,2762.8788968646218,2658.7031025751276,1220.1721827116153,4900.688723679304,ND
1,3515.842212143113,3327.2382658036727,1579.34088187095,6561.1891409928285,NE
2,3424.302931641853,3208.773788953017,1331.46685221341,6677.913951047762,NE
3,7503.071307080596,7324.885955571179,4081.5635636320862,11960.540945220071,NE
4,6200.664397746774,5960.816493736171,2762.6779094675167,10979.322339779494,NE
