state,race,mean,median,q025,q975
DE,2,0.11293722771825636,0.102234584832193,0.0350386888953734,0.2468322266023899
DE,3,0.10477048967737118,0.10441242614943794,0.0696529701578394,0.1422646794241016
FL,1,0.07546601089231086,0.07394486575175867,0.04826984515864784,0.1115685316754361
FL,2,0.05609969994924254,0.05455726580481923,0.03254401030097555,0.08863385507565118
FL,3,0.13679532171015218,0.1358490590094288,0.1104657904964682,0.16856659556640094
GA,1,0.020726357766150477,0.020144168821798793,0.012426790010785387,0.032388886918889734
GA,2,0.013697604168848162,0.013253089555349352,0.006415244784709326,0.023488888346636826
GA,3,0.02706930845729898,0.026931927685107195,0.02176032688291297,0.033164698954477684
HI,1,0.07315994473337943,0.06877283240920297,0.03701930181343736,0.13480534554568097
HI,2,0.06937030665934661,0.059805680628276944,0.018082197479421712,0.17469431833522606
HI,3,0.13226861450389263,0.1296962990482343,0.08955027648530466,0.1899605412224207
IA,1,0.001989982485528441,0.0019079438701372282,0.0010461394471750346,0.0034041613469797454
IA,2,0.004768534802971306,0.004567488817476782,0.001634199528132621,0.009010375685536948
IA,3,0.006658268754943559,0.00655566361832903,0.004387171885761122,0.009499167933768858
ID,1,0.0024897262411842746,0.0023952502835207327,0.001229062268890321,0.004299859944463854
ID,2,0.00912439074419319,0.008613024255395191,0.002937048128788507,0.01808598332935059
ID,3,0.015533235588249242,0.015222271353569725,0.010254942637577114,0.022615460420715324
IL,1,0.008339479871708053,0.008117868814474998,0.005168192059936425,0.012748054266914392
IL,2,0.012718187352157215,0.012455614635373452,0.006953708132466895,0.020048001561518328
IL,3,0.03672432421401575,0.036556828168983424,0.029859847841896114,0.0445151153343346
IN,1,0.0063871110661512555,0.006274167730198838,0.004198655805896346,0.009192455702730357
IN,2,0.01044972449935273,0.010195811899626428,0.0055640937063221796,0.016753808783780723
IN,3,0.016837355134844148,0.016720423421895184,0.01314730056476296,0.021177226981495056
KS,1,0.0025276457043803386,0.0024415388255530023,0.0014951327215967823,0.004048382231988282
KS,2,0.00346228098571061,0.003294915001107757,0.0013458529399238992,0.00649908106080029
KS,3,0.0078094046162546955,0.007751870305402095,0.0058795102832802995,0.01008933570894262
KY,1,0.013044866392118173,0.012754072687958008,0.008212754709372511,0.019500120478707996
KY,2,0.03474137092066703,0.03324102443438988,0.01558184427513429,0.06192424267162195
KY,3,0.02428557871477023,0.024186172505268937,0.01806527874548155,0.031143985633705535
LA,1,0.006061927519755536,0.00566584945143327,0.002715002146732175,0.011709245492364547
LA,2,0.009507427642474094,0.008965193451165296,0.0033816940584358002,0.018778281435172475
LA,3,0.020317660873766165,0.01986078523893872,0.013161212141668875,0.030248122729054874
MA,1,0.2181841277910481,0.20930311477248875,0.11521713075372982,0.37083239533137596
MA,2,0.15337788655529438,0.14885549159857828,0.08488908823543671,0.2480054568740601
MA,3,0.33349337612139623,0.33094605384964315,0.2589335661493687,0.4222667442274486
MD,1,0.008170087217800794,0.007764537467980285,0.004087619137743774,0.014578905683727352
MD,2,0.007668011210291371,0.007227093616347069,0.003535068475666353,0.014265034465407894
MD,3,0.05091301375223881,0.05048966579206336,0.039511826380442136,0.06487889917520055
