county_index,race,mean,median,q025,q975
1,1,0.04212834696019046,0.03883320482343021,0.016100687710990748,0.08661885038272728
1,2,0.017431926068230325,0.01397976077365213,0.0036608715532576914,0.05154849760103221
1,3,0.04177261653784558,0.03976169965726832,0.021564003477201357,0.07355172618940359
2,1,0.07730114177104279,0.07053580520741654,0.028183661817612993,0.1652337501747476
2,2,0.03142809254330509,0.0254406393455954,0.006792132993394551,0.09163558383086748
2,3,0.07528525359962492,0.0723208273839688,0.041374805782386004,0.12630499156718872
3,1,0.006098775250484054,0.005520384386401716,0.0021152029026636275,0.013478992091564458
3,2,0.06735614243116853,0.06072838726966344,0.011926699660681972,0.16170996727252276
3,3,0.020317141667991145,0.019259632628333002,0.006560991969787607,0.04076718576731986
4,1,0.0014909843837050357,0.001282711447557439,0.0004906112794981606,0.003739045620929538
4,2,0.0008347578067922524,0.0007171454077070818,0.0002573781720471388,0.0021141367222019727
4,3,0.00110880599911826,0.0010019763568147452,0.0006164851734950285,0.0022606276877124507
5,1,0.16162761713431242,0.1477002623060588,0.06204633673704003,0.3421092326003379
5,2,0.09211930526311343,0.08188566493282687,0.03051285467855903,0.21279520987487174
5,3,0.11988317072747728,0.11798614194878604,0.08543661059051215,0.16512626907130656
6,1,0.004127039915197361,0.003468211831942975,0.0014270760850383305,0.010830618860289402
6,2,0.050129423738829136,0.038757548964023086,0.005901850114828914,0.16027856591245396
6,3,0.013411655800359776,0.011718014095876703,0.005257410230852935,0.031987117811056495
7,1,0.006627373529122028,0.005721551340566281,0.002306897647148312,0.016216177174308042
7,2,0.08141142707195875,0.06320610463551196,0.009517389845907954,0.25630341535147994
7,3,0.0215104636614901,0.019384001847444342,0.00865590092665675,0.046904063305143726
8,1,0.1507029396726931,0.13053595115281924,0.044086855489490984,0.37350324507049504
8,2,0.053077820134791454,0.04839802389287714,0.016251378903822368,0.1170626225393882
8,3,0.14343237856537114,0.1361465073189142,0.06364838807112448,0.2653410744973047
9,1,0.00020764257690689708,0.00017755922655972986,4.971091148190215e-05,0.0005369418544333774
9,2,0.0019323185758649709,0.0018777724598348575,0.0005828505229006497,0.0037296199203112022
9,3,0.0007045974854838063,0.0006215740018031726,0.00014581511358608163,0.0016884962092373144
10,1,0.054902791898449516,0.04961978621274883,0.022148400997175695,0.11829115417340727
10,2,0.7287959375637746,0.5376070130789647,0.07526451146758609,2.4497645562306958
10,3,0.1756472287437987,0.16702804534943755,0.09863576449082447,0.30235950990832916
11,1,0.21185750833329606,0.18866047307539657,0.07646318529776344,0.4842498664477353
11,2,0.11908985635866334,0.10494377078700237,0.03903443361008866,0.27834392300691696
11,3,0.1567236972726634,0.1486468243429208,0.10251147287443965,0.2609841195000015
12,1,0.0007955696893605298,0.0007418990170637871,0.0003620315139593408,0.0015354735834849286
12,2,0.01021286025097012,0.008131737782046972,0.0012284646874796076,0.03001841870967719
12,3,0.002563710864557281,0.0025548716716916635,0.0015272252817605922,0.0036413621842681563
13,1,0.005437435271112589,0.004739345517100027,0.0019544530888735913,0.013092571436826742
13,2,0.0678443979467809,0.05249301780045597,0.007678837058714458,0.2142995794739614
13,3,0.017573040169463924,0.016056040535886815,0.007669505632613234,0.036329072797872265
14,1,0.006824119425762559,0.006058150862511039,0.0023031543846220915,0.015828433135528504
14,2,0.07845492951126311,0.06591068071370446,0.011974068719149092,0.2186255947037492
14,3,0.022976188368759105,0.020846351394339182,0.007180102548089032,0.0516283561565707
15,1,0.04595137720657873,0.03791388750755252,0.014340437422344839,0.1261202071638904
15,2,0.5298280251578565,0.4235852228014654,0.07122617911829535,1.6353595615935672
15,3,0.15046763620519737,0.1300071941578893,0.048889832033831175,0.3808637865327731
16,1,0.010511854021946009,0.009349622991481676,0.003684704049295916,0.024135492284643584
16,2,0.11815335924253371,0.10425080630012064,0.01894765719221939,0.29726796230482433
16,3,0.034566413099200444,0.03267780305284843,0.012048183539301774,0.06898196084999614
17,1,0.03165761209327859,0.02777893051220178,0.010105430397120026,0.07575711469799934
17,2,0.012608996325043241,0.010106701427695274,0.0026354750976726954,0.03747053188925428
17,3,0.029838754286421645,0.028589813484994064,0.016791274899435278,0.0500353924658118
18,1,0.00095031091180935,0.0008210757657107244,0.0003296484621658137,0.002338555576128691
18,2,0.011437631942307378,0.009143755613194459,0.001405449100319367,0.03452862164827633
18,3,0.003091454322717014,0.002795615326556076,0.0012051741922111609,0.006729665156023361
19,1,0.006106338877246698,0.004479364254757519,0.0009018829714576321,0.020925102226612032
19,2,0.05235102807647162,0.0449037738376814,0.01501151295551013,0.1327362812597374
19,3,0.02096300306493335,0.015405295335742928,0.0026662706488641986,0.07124921827759101
20,1,0.014094672542197888,0.012816190357746097,0.005536592906676578,0.030126762936600358
20,2,0.1677936185049154,0.1423075283884126,0.02352208761778169,0.4483171471728544
20,3,0.045959449412562775,0.044384437054857735,0.019711796469965893,0.08174493818842811
21,1,0.001358686724129627,0.0012457797143349486,0.0005936142931518105,0.0027228934427736577
21,2,0.016565686566562918,0.013857399209243877,0.0022495739311340903,0.043967090877897366
21,3,0.004411370626666335,0.00434827032067304,0.0021911169334085058,0.0067336383997933175
22,1,0.0034561960861219454,0.0031929231224239072,0.001377414006287316,0.007038871127319801
22,2,0.0396385842667481,0.03553494328701656,0.006489018736202772,0.0947078025640883
