mean,median,2.5%,97.5%
0.044365985565533936,0.04243287111277872,0.024519911293602162,0.0756127465402542
0.045198116662432106,0.04351862637938626,0.025639472214025953,0.07434267419977612
0.06931305328513801,0.06563936035835394,0.04266847521254411,0.11716377252200984
0.058078421689952746,0.05257207135127566,0.03328213298899313,0.11558723331964817
0.03955082386745055,0.0389260253899353,0.028342216642182783,0.05434661853834063
0.06690672669239316,0.05811312478576252,0.03643154418916909,0.15113144005913431
0.09060269892634475,0.08177074760759137,0.046463371266745226,0.18644804668492243
0.04018874591867223,0.03841457805304706,0.0224111176589278,0.0681530987126517
0.04677218339887525,0.04404443597051509,0.03145313715272206,0.07922713104589055
0.06923857411923154,0.06563125486524875,0.042609384040748016,0.11745144273396711
0.0428421028240954,0.04066272628073554,0.028597438544363953,0.07087655142765718
0.03811497207577966,0.03772425089203647,0.028515987325878737,0.04992272833196992
0.08733727599118173,0.07960799272775851,0.04661727827446434,0.17378113036051684
0.09529098670329247,0.08716530413404996,0.04976010095655367,0.1877358865389779
0.07499765505647295,0.06416883146388036,0.03830884089369331,0.17665994429197118
0.06891812231403557,0.06469726452311705,0.04154321301624914,0.12127129285071596
0.036844432619953044,0.03529567134582408,0.02077998363461411,0.0617681587083942
0.08806681699913001,0.0796208786011054,0.04616457737833151,0.17904386336583641
0.1809352467244278,0.1569174681016845,0.07107084786687354,0.4285477976761152
0.09007922722937813,0.08661112299884512,0.05555011098753328,0.14458879191051702
0.03964635942208289,0.03843920351621749,0.02886266751787418,0.05428727793401254
0.06088482656301896,0.05926763897382064,0.041170277991626994,0.0902516682618401
0.07798744135176373,0.07547180460181502,0.05047826198641559,0.11998486201204409
0.04801248187537878,0.04662034465703278,0.03351307832904668,0.07105896430860122
0.0691874083849566,0.0665306239833561,0.04428600079183338,0.10964079202795873
0.049583240095697326,0.047409494465130125,0.02727354803465332,0.08443133821809556
0.06191599379342875,0.05781796151757733,0.03801411855767774,0.10992746281916008
0.040264538506204484,0.03884013394332311,0.023141681475817105,0.06571188143112391
0.03811497207577966,0.03772425089203647,0.028515987325878733,0.049922728331969916
0.053652018242451735,0.05007141176607993,0.0343050436628134,0.09508639303731457
0.03495737268652528,0.03319680938496739,0.01951680954762912,0.06075745947653655
0.027562133910530664,0.026764453408569283,0.016488915961658166,0.043202510643453325
0.05759701302474497,0.05229207899923828,0.02704197340250302,0.11948383320601094
0.040698258157258214,0.03865845121185438,0.02232439979349518,0.07068898004701919
0.04275017937351887,0.041334581013070075,0.025014937431418336,0.0683867659871846
0.053262566619532284,0.05173410980699898,0.03653762079111074,0.0791163754950126
0.0685902646814124,0.06758261906917809,0.04843298979397362,0.09445052940499177
0.04659464504351844,0.04270087580460172,0.030708974943630712,0.08861054397567687
0.04205926014892876,0.04045814178775821,0.023870606912067428,0.0696270656319875
0.05051379022993604,0.047398103053661954,0.026071719357821044,0.0930400578066646
0.0479023065289355,0.04605580660933267,0.02698106223223799,0.07941715844152693
0.04709640132324417,0.045157053531923196,0.026213063682005117,0.0789342049935428
0.027562133910530664,0.026764453408569287,0.016488915961658166,0.04320251064345331
0.039387926562012746,0.036678886769325486,0.020937299702762265,0.07393731054041415
0.05887756025245576,0.05690892411879644,0.03404626094444926,0.09514673497420217
0.04953833423144125,0.04722945011288773,0.033264268020315096,0.0800817825485334
0.04224344098540289,0.04042093117859674,0.02983915284905751,0.06541351090705276
0.08483914577042204,0.08218297308852808,0.05418753392502749,0.13084637309571376
0.052766775540045566,0.05100970252822053,0.030596565448756382,0.08522902123922795
0.06925884971936042,0.06658164392644209,0.04436165434588298,0.10991054235822201
0.0414707526649479,0.0401723910012223,0.024275748365571358,0.06610066112139389
0.04111032285805589,0.039659238771354355,0.023632399266378508,0.06695550933326885
0.03811497207577966,0.03772425089203647,0.028515987325878737,0.049922728331969916
0.03175572273137633,0.029865750971641028,0.017826675610638314,0.056394009241224605
0.06898086575191914,0.06578415111907936,0.04323093316228132,0.11340337740965066
0.09535664386020895,0.08869871557125303,0.05216090331931653,0.177874253838623
0.05789324011102708,0.053388119965239816,0.02825852080763634,0.11437443572334799
0.052444166788208714,0.05041411101522897,0.03415186299318312,0.08285604602514118
0.051923469388114235,0.051127278182053024,0.036792856805525555,0.07164316786917112
0.038114972075779664,0.03772425089203647,0.028515987325878733,0.049922728331969916
0.07122251998235782,0.06864439517086258,0.04570702572073867,0.11208662492100799
0.07097208048253854,0.06768422125711956,0.04426672069796766,0.11676043761550015
0.05702435429603881,0.05494634827939594,0.03219298887079964,0.09391156906254444
0.056561744111628634,0.055047663608617334,0.03779609213873622,0.08409523488424031
0.06784170967238524,0.05980640067893063,0.03724957653470585,0.14671128672317843
0.06837969994701937,0.05874203418076088,0.03641466125990926,0.1592853115587863
0.10150925990114165,0.09297923905429092,0.052884988830098456,0.19881218613982288
,,,
0.0425655438596849,0.04022838665241972,0.02962400861501714,0.06940487439375466
0.05183715511789275,0.049895285401026085,0.029128952719044886,0.08556967732240284
0.039986542065265744,0.03897390683262231,0.029151180074155396,0.055772226746964415
,,,
,,,
,,,
,,,
0.052350693329097746,0.0464208859667664,0.031744239910507614,0.11140337408312022
0.045657567064432726,0.04387583004830324,0.025656443004698465,0.07554970382941048
0.038114972075779664,0.03772425089203647,0.02851598732587873,0.04992272833196993
,,,
0.08009770460024968,0.07477504916970074,0.03614878523504663,0.1563778474505128
0.058901304215842,0.056251475770193404,0.03453491410571961,0.09860384559065376
0.0820445244807237,0.07692531486210244,0.03606378213007312,0.15887550794427172
0.05574560367800369,0.05142179663398833,0.03338084337146786,0.10424167191350368
0.047748001838134144,0.043558320265191866,0.03087336663068576,0.09192838198058702
0.03811497207577966,0.03772425089203647,0.028515987325878733,0.04992272833196992
0.03756116899170982,0.036291104171543576,0.021782794881875487,0.06059798830168706
0.05304182821192173,0.047793558297378545,0.03231827157492821,0.10679926490275592
0.03811497207577966,0.03772425089203647,0.028515987325878733,0.04992272833196992
,,,
,,,
0.040124984353638087,0.03865097772753069,0.0289765453021615,0.0566284074028256
